Timestep,Ontario,Northwest,Northeast,Ottawa,East,Toronto,Essa,Bruce,Southwest,Niagara,West
1/7/2016 9:00,43.25396589,69.87413459,68.02582605,13.6090608,33.95604199,18.64604267,47.31485126,0.151406013,30.96170075,0.067191517,124.7912143
1/7/2016 10:00,43.57764716,56.11947674,66.59092069,18.40239049,32.79007882,19.52982846,48.35167762,0.151004712,30.92089293,0.204545455,124.0348222
1/7/2016 11:00,42.33879172,80.97726648,69.36587784,12.99052039,32.64900547,20.6218109,49.09917261,0.150220633,8.938285747,3.180711207,132.2226671
1/7/2016 12:00,44.63975118,72.98413706,67.81590932,26.8236759,31.66075101,26.63708414,48.70463433,0.14934942,0.151078331,3.190332907,150.9385408
1/7/2016 13:00,45.29409879,69.86654457,72.32287489,28.57171595,33.4008539,32.5404884,51.3352882,0.14894391,0.150220489,6.870700637,131.9880775
1/7/2016 14:00,52.72367408,53.76461039,76.79301173,34.45622806,40.30128195,51.02682009,52.28171444,0.149777269,0.151593898,18.49031758,132.9342871
1/7/2016 15:00,58.98666205,30.95860058,80.08609822,36.02861562,42.49830912,57.63571874,51.65828951,0.149305917,0.151126518,69.71050955,144.0179945
1/7/2016 16:00,63.13261461,35.32826115,82.93225173,38.46254224,45.7482071,58.62518353,40.29519265,0.147221625,0.148967523,70.43702446,170.0147846
1/7/2016 17:00,63.85640816,36.85732877,76.02375061,30.26082934,42.48310249,60.24821722,40.56246924,0.146883614,0.147985378,72.71985242,174.8717206
1/7/2016 18:00,63.79920141,33.34170476,63.09522828,20.2631144,39.67995827,60.47895233,46.33483284,0.147994182,0.149915981,65.62546954,189.3308186
1/7/2016 19:00,63.37717742,28.96640541,61.42877294,31.54890032,41.90928418,59.41019855,46.4552503,0.150908953,0.155037257,59.26976504,190.3311591
1/7/2016 20:00,57.10055895,30.61660131,60.76226157,20.17179818,40.19185073,42.22298941,46.13881062,0.151464882,0.157144352,63.56928089,183.514301
1/7/2016 21:00,55.44654258,55.40390836,61.14777267,17.20287206,34.44134299,33.48735698,46.15161375,0.152309648,0.158297503,72.12497908,184.4954964
1/7/2016 22:00,43.1769953,42.69520141,78.51170842,17.99062796,34.69018043,33.48690653,34.20181369,0.150692388,0.157216739,32.45150293,118.3216953
1/7/2016 23:00,35.21881678,63.08441956,81.00618776,20.28290319,31.80060728,22.62966281,36.14723375,0.151228435,0.159859916,0.004702145,89.79435965
1/8/2016 0:00,33.21060533,51.07161205,100.8392158,30.62377603,30.62377603,12.77226018,13.49776193,0.153518519,0.163694201,0.007882823,96.91927174
1/8/2016 1:00,28.69371115,43.88384571,92.44904217,28.19896879,28.19896879,12.23572143,28.59738109,0.155517191,0.167822985,0.00908347,67.83411607
1/8/2016 2:00,28.39207363,50.44179851,109.3252475,28.57435262,28.57435262,12.70520065,0.10510563,0.15647704,0.170188189,0.012869565,59.8020728
1/8/2016 3:00,28.70557823,48.75195373,112.6834896,28.16380861,28.16380861,12.83215765,0.110790842,0.153970329,0.171010489,0.011203187,61.75167585
1/8/2016 4:00,28.66751388,48.0724496,113.146741,29.20166824,29.20166824,13.16023046,0.118468761,0.155859947,0.174020175,0.015036284,60.97079489
1/8/2016 5:00,28.3771204,47.0627808,110.6432943,29.30773951,29.30773951,13.12960049,0.125875955,0.160992908,0.181310378,0.011523358,60.48683273
1/8/2016 6:00,28.33562994,49.71756731,108.3563774,28.37346966,28.37346966,12.62779117,0.111846662,0.162959286,0.181534255,0.008180272,61.93557343
1/8/2016 7:00,26.79398223,47.02629282,85.52415649,24.2510914,33.11399315,12.97113351,32.00303907,0.164136043,0.179479357,0.009859748,58.91472537
1/8/2016 8:00,25.40687063,43.43538564,67.26421326,15.60676939,34.57068388,14.70968928,46.80232654,0.168260433,0.182949394,0.00558299,55.17609922
1/8/2016 9:00,26.66413938,42.64361186,62.28285714,14.97779153,34.22043516,15.85285611,45.71680697,0.167170977,0.184118581,0.028604839,60.83555858
1/8/2016 10:00,25.68401106,39.51705647,59.89146341,21.33793976,31.84277985,16.7095012,46.13466788,0.167502879,0.186773469,0.073623747,57.33684723
