name,_id,run_start_time,run_end_time,status,status_message,nrc_create_geometry.aspect_ratio,nrc_create_geometry.building_shape,nrc_create_necb_prototype_building.building_type,nrc_create_necb_prototype_building.location,nrc_create_necb_prototype_building.template,nrc_create_necb_prototype_building.weather_file_type,nrc_reporting_measure_standard.annual_electricity_use,nrc_reporting_measure_standard.annual_natural_gas_use,nrc_reporting_measure_standard.total_site_energy,nrc_reporting_measure_standard.total_site_energy_normalized,a_choice_argument,global_warming,sideload,weather_file_type
LargeOffice:NL_St.Johns:NECB2017,c000622a-5fd5-4d77-998e-2699855ebcb9,2023-02-17T00:41:42.011Z,2023-02-17T00:48:07.762Z,completed,completed normal,,,LargeOffice,NL_St.Johns,NECB2017,CWEC2016,4771000.0,0.0,103.0,103.0,,,,
RetailStripmall:NL_St.Johns:NECB2017,1cf65536-e5c3-4a17-ba36-8e4279b9efac,2023-02-16T23:31:11.647Z,2023-02-16T23:36:16.945Z,completed,completed normal,,,RetailStripmall,NL_St.Johns,NECB2017,CWEC2016,393100.0,0.0,188.1,188.1,,,,
RetailStandalone:YT_Whitehorse:NECB2020,9a93b903-7a71-4397-8429-aa8bf70d1d79,2023-02-16T22:58:57.160Z,2023-02-16T23:04:24.339Z,completed,completed normal,,,RetailStandalone,YT_Whitehorse,NECB2020,CWEC2016,277800.0,0.0,121.1,121.1,,,,
FullServiceRestaurant:AB_Calgary:NECB2017,aa490aad-3104-4b56-9459-837a4006d8d4,2023-02-16T23:41:30.081Z,2023-02-16T23:46:05.419Z,completed,completed normal,,,FullServiceRestaurant,AB_Calgary,NECB2017,CWEC2016,78340.0,167100.0,480.3,480.3,,,,
QuickServiceRestaurant:NT_Yellowknife:NECB2017,9a460e1f-1622-4426-a47e-fe5c09903712,2023-02-17T00:25:56.963Z,2023-02-17T00:30:28.329Z,completed,completed normal,,,QuickServiceRestaurant,NT_Yellowknife,NECB2017,CWEC2016,226300.0,0.0,974.0,974.0,,,,
MediumOffice:ON_Windsor:NECB2017,5ca74665-b8bb-4b9f-b49f-3030f5a448ca,2023-02-16T23:21:24.141Z,2023-02-16T23:30:24.042Z,completed,completed normal,,,MediumOffice,ON_Windsor,NECB2017,CWEC2016,424800.0,164100.0,118.2,118.2,,,,
RetailStandalone:MB_Winnipeg:NECB2015,653d3e3b-e1d9-4f51-aab1-ceda7bf45f2d,2023-02-16T22:46:22.300Z,2023-02-16T22:52:44.514Z,completed,completed normal,,,RetailStandalone,MB_Winnipeg,NECB2015,CWEC2016,496200.0,0.0,216.3,216.3,,,,
MediumOffice:AB_Edmonton:NECB2020,253d2c86-b5f7-4e70-8376-b52c66a9ecab,2023-02-16T23:00:25.893Z,2023-02-16T23:09:34.419Z,completed,completed normal,,,MediumOffice,AB_Edmonton,NECB2020,CWEC2016,336400.0,176300.0,102.9,102.9,,,,
LargeOffice:NS_Halifax.Dockyard:NECB2017,c32d6c97-029f-4779-9df8-27bd25855a72,2023-02-17T00:42:10.753Z,2023-02-17T01:00:02.947Z,completed,completed normal,,,LargeOffice,NS_Halifax.Dockyard,NECB2017,CWEC2016,3593000.0,1115000.0,101.6,101.6,,,,
MidriseApartment:NT_Yellowknife:NECB2011,5189c4ae-2031-40a1-bcd3-edaee8ac496a,2023-02-17T00:06:47.732Z,2023-02-17T00:13:56.800Z,completed,completed normal,,,MidriseApartment,NT_Yellowknife,NECB2011,CWEC2016,285400.0,0.0,91.04,91.04,,,,
Warehouse:ON_Toronto:NECB2017,217085d1-8a6d-49d6-a93e-25937d31a505,2023-02-16T22:09:54.718Z,2023-02-16T22:16:03.834Z,completed,completed normal,,,Warehouse,ON_Toronto,NECB2017,CWEC2016,273900.0,269700.0,112.4,112.4,,,,
SmallOffice:AB_Edmonton:NECB2020,a7694e9e-024d-4c16-b2d7-909aa5abe35b,2023-02-16T22:18:05.136Z,2023-02-16T22:24:56.447Z,completed,completed normal,,,SmallOffice,AB_Edmonton,NECB2020,CWEC2016,43790.0,18910.0,122.7,122.7,,,,
RetailStandalone:YT_Whitehorse:NECB2015,21fa14ac-8459-459d-9207-8f753c200bab,2023-02-16T22:57:37.368Z,2023-02-16T23:02:38.872Z,completed,completed normal,,,RetailStandalone,YT_Whitehorse,NECB2015,CWEC2016,369100.0,0.0,160.9,160.9,,,,
RetailStripmall:BC_Vancouver:NECB2011,5518ab1e-dd6f-4df7-97c0-f3999f1a2e18,2023-02-16T23:28:41.699Z,2023-02-16T23:33:19.542Z,completed,completed normal,,,RetailStripmall,BC_Vancouver,NECB2011,CWEC2016,417000.0,0.0,199.5,199.5,,,,
Warehouse:YT_Whitehorse:NECB2011,761fdd17-27d5-4e1d-b50b-53bb2df83d04,2023-02-16T22:14:25.728Z,2023-02-16T22:19:58.813Z,completed,completed normal,,,Warehouse,YT_Whitehorse,NECB2011,CWEC2016,334800.0,0.0,69.25,69.25,,,,
MediumOffice:AB_Edmonton:NECB2015,2196284e-f0a8-4e78-aec6-c72e51866f2f,2023-02-16T23:00:13.252Z,2023-02-16T23:08:47.520Z,completed,completed normal,,,MediumOffice,AB_Edmonton,NECB2015,CWEC2016,397000.0,251400.0,130.1,130.1,,,,
FullServiceRestaurant:AB_Edmonton:NECB2015,53424201-7ff2-428c-a620-f951cfdc6a6d,2023-02-16T23:42:32.285Z,2023-02-16T23:46:50.051Z,completed,completed normal,,,FullServiceRestaurant,AB_Edmonton,NECB2015,CWEC2016,71600.0,378200.0,879.9,879.9,,,,
SmallOffice:ON_Windsor:NECB2017,82b8dd6d-c02a-46bc-b9b6-99eb443fe2d3,2023-02-16T22:32:40.191Z,2023-02-16T22:39:07.869Z,completed,completed normal,,,SmallOffice,ON_Windsor,NECB2017,CWEC2016,49930.0,14290.0,125.6,125.6,,,,
FullServiceRestaurant:NL_St.Johns:NECB2017,005921dc-35c8-441c-864f-922fd4d62e2c,2023-02-16T23:46:57.535Z,2023-02-16T23:51:34.477Z,completed,completed normal,,,FullServiceRestaurant,NL_St.Johns,NECB2017,CWEC2016,212800.0,0.0,416.3,416.3,,,,
FullServiceRestaurant:ON_Windsor:NECB2017,703d7da7-496e-435d-94bd-688668640cc9,2023-02-16T23:54:34.935Z,2023-02-16T23:59:01.029Z,completed,completed normal,,,FullServiceRestaurant,ON_Windsor,NECB2017,CWEC2016,88180.0,138000.0,442.6,442.6,,,,
RetailStripmall:NS_Sydney:NECB2017,967c2307-ca1b-4db3-b56a-bddea1ecfb14,2023-02-16T23:34:05.877Z,2023-02-16T23:39:28.358Z,completed,completed normal,,,RetailStripmall,NS_Sydney,NECB2017,CWEC2016,243000.0,187300.0,205.9,205.9,,,,
Warehouse:BC_Vancouver:NECB2017,c6ef2a02-8091-4f22-80a6-e62e2215a467,2023-02-16T21:58:27.642Z,2023-02-16T22:04:31.115Z,completed,completed normal,,,Warehouse,BC_Vancouver,NECB2017,CWEC2016,394700.0,0.0,81.63,81.63,,,,
RetailStripmall:NS_Sydney:NECB2020,126360e4-864a-46a3-b1a0-0678214d1936,2023-02-16T23:34:15.310Z,2023-02-16T23:39:51.268Z,completed,completed normal,,,RetailStripmall,NS_Sydney,NECB2020,CWEC2016,224200.0,218100.0,211.6,211.6,,,,
MidriseApartment:AB_Edmonton:NECB2017,9d1e5dc4-db0f-4fd9-9ad3-44fa3da5a73f,2023-02-16T23:57:21.029Z,2023-02-17T00:05:11.952Z,completed,completed normal,,,MidriseApartment,AB_Edmonton,NECB2017,CWEC2016,218300.0,310700.0,168.8,168.8,,,,
MediumOffice:AB_Calgary:NECB2015,63498d4c-9930-4a40-9918-5e2b180a9811,2023-02-16T22:59:29.244Z,2023-02-16T23:07:52.538Z,completed,completed normal,,,MediumOffice,AB_Calgary,NECB2015,CWEC2016,404100.0,206400.0,122.5,122.5,,,,
Warehouse:BC_Vancouver:NECB2020,42248f96-ad04-483f-8e62-a60a6b32ce79,2023-02-16T21:58:27.976Z,2023-02-16T22:04:36.929Z,completed,completed normal,,,Warehouse,BC_Vancouver,NECB2020,CWEC2016,434600.0,0.0,89.87,89.87,,,,
MidriseApartment:QC_Quebec:NECB2011,7da63a28-5ca5-499f-99be-7f10e74a7a68,2023-02-17T00:12:11.156Z,2023-02-17T00:17:52.712Z,completed,completed normal,,,MidriseApartment,QC_Quebec,NECB2011,CWEC2016,443300.0,0.0,141.4,141.4,,,,
MidriseApartment:SK_Saskatoon:NECB2017,7aaa09d6-7a38-444d-8e12-75222bce30f8,2023-02-17T00:14:21.323Z,2023-02-17T00:21:35.744Z,completed,completed normal,,,MidriseApartment,SK_Saskatoon,NECB2017,CWEC2016,216500.0,337300.0,176.7,176.7,,,,
QuickServiceRestaurant:AB_Fort.McMurray:NECB2017,f14e6db5-ff48-404d-a74c-135c649a0d70,2023-02-17T00:20:30.172Z,2023-02-17T00:24:38.611Z,completed,completed normal,,,QuickServiceRestaurant,AB_Fort.McMurray,NECB2017,CWEC2016,50790.0,164100.0,924.8,924.8,,,,
RetailStripmall:BC_Victoria:NECB2017,bf2f8ced-a844-44b8-ae74-d73de43c448e,2023-02-16T23:29:48.915Z,2023-02-16T23:34:54.003Z,completed,completed normal,,,RetailStripmall,BC_Victoria,NECB2017,CWEC2016,355500.0,0.0,170.1,170.1,,,,
LargeOffice:MB_Winnipeg:NECB2011,7fc4dcc5-08eb-491b-89d7-9900bc893756,2023-02-17T00:38:30.432Z,2023-02-17T00:44:05.540Z,completed,completed normal,,,LargeOffice,MB_Winnipeg,NECB2011,CWEC2016,5721000.0,0.0,123.5,123.5,,,,
RetailStripmall:QC_Quebec:NECB2015,9eeaf9bb-baa6-4c0c-b43d-90e278a0d231,2023-02-16T23:37:40.609Z,2023-02-16T23:42:31.759Z,completed,completed normal,,,RetailStripmall,QC_Quebec,NECB2015,CWEC2016,526700.0,0.0,252.0,252.0,,,,
LargeOffice:NL_St.Johns:NECB2011,7ce6f9fe-f912-4dac-8c24-111a0f0c22b2,2023-02-17T00:41:07.407Z,2023-02-17T00:46:56.870Z,completed,completed normal,,,LargeOffice,NL_St.Johns,NECB2011,CWEC2016,5091000.0,0.0,109.9,109.9,,,,
QuickServiceRestaurant:NS_Sydney:NECB2020,586dc211-2260-4e4e-b6d2-c1dbaa232b0b,2023-02-17T00:25:36.293Z,2023-02-17T00:30:12.810Z,completed,completed normal,,,QuickServiceRestaurant,NS_Sydney,NECB2020,CWEC2016,34370.0,32910.0,289.6,289.6,,,,
Warehouse:ON_Windsor:NECB2020,1f4d4310-ea28-4c9a-8716-aa5baf123893,2023-02-16T22:12:02.606Z,2023-02-16T22:18:58.886Z,completed,completed normal,,,Warehouse,ON_Windsor,NECB2020,CWEC2016,291300.0,346100.0,131.8,131.8,,,,
RetailStripmall:QC_Quebec:NECB2011,9df7441f-47ee-4417-a43a-091d3f6822d1,2023-02-16T23:37:20.655Z,2023-02-16T23:41:59.486Z,completed,completed normal,,,RetailStripmall,QC_Quebec,NECB2011,CWEC2016,534000.0,0.0,255.5,255.5,,,,
QuickServiceRestaurant:BC_Vancouver:NECB2011,bb080d18-ba42-42bf-8069-9e7bf3253bef,2023-02-17T00:21:06.436Z,2023-02-17T00:25:09.278Z,completed,completed normal,,,QuickServiceRestaurant,BC_Vancouver,NECB2011,CWEC2016,161900.0,0.0,696.8,696.8,,,,
MidriseApartment:YT_Whitehorse:NECB2011,368711ca-370c-48da-9dd9-b585dffb7426,2023-02-17T00:15:24.905Z,2023-02-17T00:22:01.965Z,completed,completed normal,,,MidriseApartment,YT_Whitehorse,NECB2011,CWEC2016,278900.0,0.0,88.97,88.97,,,,
RetailStripmall:SK_Saskatoon:NECB2011,4af825ef-2c1f-43ca-9160-8108d61e97f4,2023-02-16T23:39:51.920Z,2023-02-16T23:44:22.184Z,completed,completed normal,,,RetailStripmall,SK_Saskatoon,NECB2011,CWEC2016,307700.0,273100.0,277.9,277.9,,,,
Warehouse:NL_St.Johns:NECB2017,421101e2-4c91-4e28-8c58-23349864743c,2023-02-16T22:04:37.569Z,2023-02-16T22:09:56.587Z,completed,completed normal,,,Warehouse,NL_St.Johns,NECB2017,CWEC2016,506400.0,0.0,104.7,104.7,,,,
Warehouse:AB_Calgary:NECB2011,fd2e1ab8-4072-49f9-944b-7a37c8dfd5e5,2023-02-16T21:58:24.464Z,2023-02-16T22:05:06.539Z,completed,completed normal,,,Warehouse,AB_Calgary,NECB2011,CWEC2016,315400.0,328100.0,133.1,133.1,,,,
LargeOffice:NS_Sydney:NECB2020,839760e1-6bad-4b3f-8b54-0728cd43c099,2023-02-17T00:44:06.063Z,2023-02-17T00:57:28.981Z,completed,completed normal,,,LargeOffice,NS_Sydney,NECB2020,CWEC2016,3167000.0,1189000.0,94.04,94.04,,,,
MediumOffice:SK_Saskatoon:NECB2020,7e4cc27c-2411-4be8-b458-f7a0691d4703,2023-02-16T23:22:40.369Z,2023-02-16T23:30:14.373Z,completed,completed normal,,,MediumOffice,SK_Saskatoon,NECB2020,CWEC2016,341500.0,228900.0,114.5,114.5,,,,
MediumOffice:MB_Winnipeg:NECB2011,d945f911-f147-4cd8-8dad-4ec31e85c1ac,2023-02-16T23:05:55.057Z,2023-02-16T23:14:00.012Z,completed,completed normal,,,MediumOffice,MB_Winnipeg,NECB2011,CWEC2016,655800.0,0.0,131.6,131.6,,,,
RetailStripmall:NS_Halifax.Dockyard:NECB2015,13ce7efb-7044-40a8-98be-cb17c3bb5895,2023-02-16T23:32:52.824Z,2023-02-16T23:37:40.108Z,completed,completed normal,,,RetailStripmall,NS_Halifax.Dockyard,NECB2015,CWEC2016,282200.0,215200.0,238.0,238.0,,,,
FullServiceRestaurant:NT_Yellowknife:NECB2011,c24c33e5-1a7b-4885-9b1c-42939fa25e41,2023-02-16T23:50:10.027Z,2023-02-16T23:54:40.964Z,completed,completed normal,,,FullServiceRestaurant,NT_Yellowknife,NECB2011,CWEC2016,502000.0,0.0,982.1,982.1,,,,
SmallOffice:ON_Windsor:NECB2011,90896738-7054-490f-a27d-22be5d2cc91e,2023-02-16T22:32:21.375Z,2023-02-16T22:38:28.758Z,completed,completed normal,,,SmallOffice,ON_Windsor,NECB2011,CWEC2016,53040.0,20070.0,143.0,143.0,,,,
QuickServiceRestaurant:AB_Edmonton:NECB2011,475229cf-7a87-49b6-af92-7db60c24aa42,2023-02-17T00:18:20.710Z,2023-02-17T00:21:32.546Z,completed,completed normal,,,QuickServiceRestaurant,AB_Edmonton,NECB2011,CWEC2016,45900.0,251200.0,1279.0,1279.0,,,,
LargeOffice:QC_Montreal:NECB2020,2c6a6052-116b-4d73-9c28-fe11325a84f2,2023-02-17T00:49:14.069Z,2023-02-17T00:55:42.217Z,completed,completed normal,,,LargeOffice,QC_Montreal,NECB2020,CWEC2016,4460000.0,0.0,96.29,96.29,,,,
LargeOffice:BC_Vancouver:NECB2020,2dbc97ff-e305-43c7-a288-b615617a0899,2023-02-17T00:35:11.210Z,2023-02-17T00:42:19.216Z,completed,completed normal,,,LargeOffice,BC_Vancouver,NECB2020,CWEC2016,4080000.0,0.0,88.07,88.07,,,,
FullServiceRestaurant:ON_Windsor:NECB2015,db9eb695-72ac-4eb3-8609-241a63e5db68,2023-02-16T23:54:14.173Z,2023-02-16T23:58:26.077Z,completed,completed normal,,,FullServiceRestaurant,ON_Windsor,NECB2015,CWEC2016,84440.0,265500.0,684.6,684.6,,,,
MediumOffice:YT_Whitehorse:NECB2020,d7e0f04d-e093-4077-a562-e6d68da7dbda,2023-02-16T23:23:56.448Z,2023-02-16T23:30:21.650Z,completed,completed normal,,,MediumOffice,YT_Whitehorse,NECB2020,CWEC2016,453300.0,0.0,90.98,90.98,,,,
LargeOffice:NT_Yellowknife:NECB2017,1fe51d97-ae5b-443a-a5e9-da50b2a605a0,2023-02-17T00:45:30.079Z,2023-02-17T00:52:06.987Z,completed,completed normal,,,LargeOffice,NT_Yellowknife,NECB2017,CWEC2016,4945000.0,0.0,106.8,106.8,,,,
LargeOffice:NS_Sydney:NECB2011,ccb2eb75-b33f-4c58-ae5c-46599996a4c3,2023-02-17T00:42:19.732Z,2023-02-17T00:49:13.546Z,completed,completed normal,,,LargeOffice,NS_Sydney,NECB2011,CWEC2016,3912000.0,1586000.0,118.7,118.7,,,,
SmallOffice:NS_Sydney:NECB2011,d6f40dde-37ef-4151-a9d4-7b544094d67b,2023-02-16T22:25:14.420Z,2023-02-16T22:31:54.610Z,completed,completed normal,,,SmallOffice,NS_Sydney,NECB2011,CWEC2016,48290.0,25640.0,144.6,144.6,,,,
QuickServiceRestaurant:AB_Fort.McMurray:NECB2020,0c5a6958-d053-49b6-8235-14947ecf186f,2023-02-17T00:20:48.873Z,2023-02-17T00:25:18.558Z,completed,completed normal,,,QuickServiceRestaurant,AB_Fort.McMurray,NECB2020,CWEC2016,32750.0,45930.0,338.7,338.7,,,,
QuickServiceRestaurant:NL_St.Johns:NECB2015,2c2e138e-b1dc-4d36-bc3d-332c4c0b7fcc,2023-02-17T00:22:41.742Z,2023-02-17T00:27:02.847Z,completed,completed normal,,,QuickServiceRestaurant,NL_St.Johns,NECB2015,CWEC2016,230800.0,0.0,993.3,993.3,,,,
LargeOffice:ON_Windsor:NECB2020,7abe2776-135f-43ed-aa46-d1b0e7bd3937,2023-02-17T00:52:07.492Z,2023-02-17T01:03:18.576Z,completed,completed normal,,,LargeOffice,ON_Windsor,NECB2020,CWEC2016,3537000.0,1037000.0,98.75,98.75,,,,
QuickServiceRestaurant:MB_Winnipeg:NECB2020,29a62d55-e484-4508-a932-778f013122e0,2023-02-17T00:22:37.920Z,2023-02-17T00:26:56.946Z,completed,completed normal,,,QuickServiceRestaurant,MB_Winnipeg,NECB2020,CWEC2016,74870.0,0.0,322.2,322.2,,,,
MidriseApartment:NS_Sydney:NECB2017,fab60703-2c20-401e-9d65-2f7525f9c63e,2023-02-17T00:06:28.634Z,2023-02-17T00:14:01.640Z,completed,completed normal,,,MidriseApartment,NS_Sydney,NECB2017,CWEC2016,208400.0,282700.0,156.7,156.7,,,,
MediumOffice:NS_Halifax.Dockyard:NECB2011,4fbbe698-0223-46e0-920c-939c3f295c85,2023-02-16T23:10:31.072Z,2023-02-16T23:19:13.943Z,completed,completed normal,,,MediumOffice,NS_Halifax.Dockyard,NECB2011,CWEC2016,420900.0,174400.0,119.5,119.5,,,,
RetailStandalone:QC_Quebec:NECB2011,5d82bc19-c94b-492a-947e-17eb39839521,2023-02-16T22:54:57.121Z,2023-02-16T23:00:02.917Z,completed,completed normal,,,RetailStandalone,QC_Quebec,NECB2011,CWEC2016,507200.0,0.0,221.1,221.1,,,,
MidriseApartment:MB_Winnipeg:NECB2015,a8b9cd64-5987-4d13-8268-9f3880662090,2023-02-17T00:03:17.628Z,2023-02-17T00:09:32.758Z,completed,completed normal,,,MidriseApartment,MB_Winnipeg,NECB2015,CWEC2016,583300.0,0.0,186.1,186.1,,,,
Warehouse:QC_Montreal:NECB2017,62a972af-e969-46cc-8478-3038ed13b6b5,2023-02-16T22:10:55.108Z,2023-02-16T22:17:26.107Z,completed,completed normal,,,Warehouse,QC_Montreal,NECB2017,CWEC2016,501800.0,0.0,103.8,103.8,,,,
Warehouse:NS_Halifax.Dockyard:NECB2020,15af1d86-9a32-4c5c-88cb-1e861cf7dc4c,2023-02-16T22:05:22.998Z,2023-02-16T22:12:10.811Z,completed,completed normal,,,Warehouse,NS_Halifax.Dockyard,NECB2020,CWEC2016,230900.0,304900.0,110.8,110.8,,,,
SmallOffice:BC_Vancouver:NECB2015,ffe4fd07-9ea1-42cd-9a19-290dbd95f0f5,2023-02-16T22:18:56.131Z,2023-02-16T22:25:13.741Z,completed,completed normal,,,SmallOffice,BC_Vancouver,NECB2015,CWEC2016,62320.0,0.0,121.9,121.9,,,,
RetailStripmall:NT_Yellowknife:NECB2015,d7e8c955-7053-4340-9483-57181931c32a,2023-02-16T23:34:45.773Z,2023-02-16T23:40:00.467Z,completed,completed normal,,,RetailStripmall,NT_Yellowknife,NECB2015,CWEC2016,462400.0,0.0,221.2,221.2,,,,
MidriseApartment:NL_St.Johns:NECB2017,cb0b4f48-93a7-4192-aba8-657f2f981452,2023-02-17T00:05:12.553Z,2023-02-17T00:11:41.551Z,completed,completed normal,,,MidriseApartment,NL_St.Johns,NECB2017,CWEC2016,427800.0,0.0,136.5,136.5,,,,
Warehouse:AB_Edmonton:NECB2017,0c71d3eb-e2ff-4dee-b373-6f884bd48b84,2023-02-16T21:58:26.471Z,2023-02-16T22:04:49.208Z,completed,completed normal,,,Warehouse,AB_Edmonton,NECB2017,CWEC2016,225400.0,278500.0,104.2,104.2,,,,
MediumOffice:NT_Yellowknife:NECB2017,4504ae74-4741-4f37-9eee-4014b32d15c4,2023-02-16T23:13:40.733Z,2023-02-16T23:21:40.634Z,completed,completed normal,,,MediumOffice,NT_Yellowknife,NECB2017,CWEC2016,557200.0,0.0,111.8,111.8,,,,
MediumOffice:AB_Edmonton:NECB2017,ce9d9c96-b3d3-4cc5-8f46-b17acfa797c3,2023-02-16T23:00:25.640Z,2023-02-16T23:13:39.990Z,completed,completed normal,,,MediumOffice,AB_Edmonton,NECB2017,CWEC2016,370000.0,200400.0,114.5,114.5,,,,
Warehouse:NS_Halifax.Dockyard:NECB2017,ae08edd9-6df6-4cce-b205-d39f5db2986f,2023-02-16T22:05:13.680Z,2023-02-16T22:11:52.171Z,completed,completed normal,,,Warehouse,NS_Halifax.Dockyard,NECB2017,CWEC2016,233600.0,227800.0,95.43,95.43,,,,
MediumOffice:SK_Saskatoon:NECB2011,79298a41-5a93-4647-90af-bff4fe3affd0,2023-02-16T23:21:45.970Z,2023-02-16T23:28:01.058Z,completed,completed normal,,,MediumOffice,SK_Saskatoon,NECB2011,CWEC2016,414500.0,309100.0,145.2,145.2,,,,
RetailStandalone:AB_Fort.McMurray:NECB2017,ae3c14bf-1a25-4d97-9cf9-f4d584e423bb,2023-02-16T22:39:08.582Z,2023-02-16T22:49:16.496Z,completed,completed normal,,,RetailStandalone,AB_Fort.McMurray,NECB2017,CWEC2016,220900.0,239100.0,200.5,200.5,,,,
MidriseApartment:MB_Winnipeg:NECB2017,5ebde262-dc42-4bb9-a571-39089c910bd4,2023-02-17T00:03:35.406Z,2023-02-17T00:09:48.549Z,completed,completed normal,,,MidriseApartment,MB_Winnipeg,NECB2017,CWEC2016,492000.0,0.0,157.0,157.0,,,,
QuickServiceRestaurant:ON_Windsor:NECB2015,9e831f1f-229a-437f-b6ce-484036395243,2023-02-17T00:29:47.756Z,2023-02-17T00:34:23.346Z,completed,completed normal,,,QuickServiceRestaurant,ON_Windsor,NECB2015,CWEC2016,54230.0,174500.0,984.6,984.6,,,,
LargeOffice:AB_Edmonton:NECB2017,72be40b0-55a1-43bc-b127-15802e200e8c,2023-02-17T00:33:30.301Z,2023-02-17T00:51:27.272Z,completed,completed normal,,,LargeOffice,AB_Edmonton,NECB2017,CWEC2016,3524000.0,1315000.0,104.5,104.5,,,,
SmallOffice:AB_Calgary:NECB2015,ec105d63-5e0e-4e58-a435-9560ef2926e4,2023-02-16T22:16:45.847Z,2023-02-16T22:22:03.171Z,completed,completed normal,,,SmallOffice,AB_Calgary,NECB2015,CWEC2016,49840.0,23340.0,143.1,143.1,,,,
FullServiceRestaurant:AB_Edmonton:NECB2017,d8e44117-1661-4f2f-aa4f-a09d9c1f55f9,2023-02-16T23:42:58.172Z,2023-02-16T23:47:11.283Z,completed,completed normal,,,FullServiceRestaurant,AB_Edmonton,NECB2017,CWEC2016,77490.0,200900.0,544.5,544.5,,,,
FullServiceRestaurant:SK_Saskatoon:NECB2011,bf8afdb9-21ee-40dd-8fc7-78df84ebec66,2023-02-16T23:54:57.867Z,2023-02-16T23:58:45.341Z,completed,completed normal,,,FullServiceRestaurant,SK_Saskatoon,NECB2011,CWEC2016,71240.0,412800.0,947.0,947.0,,,,
FullServiceRestaurant:NT_Yellowknife:NECB2017,53d9d12a-24b7-4fab-9b9e-e1782b29b3f0,2023-02-16T23:50:27.075Z,2023-02-16T23:55:12.481Z,completed,completed normal,,,FullServiceRestaurant,NT_Yellowknife,NECB2017,CWEC2016,345000.0,0.0,675.0,675.0,,,,
LargeOffice:QC_Montreal:NECB2015,dd9b5856-dc22-4e43-9dbf-93bcd8362dab,2023-02-17T00:48:57.075Z,2023-02-17T00:55:06.390Z,completed,completed normal,,,LargeOffice,QC_Montreal,NECB2015,CWEC2016,5263000.0,0.0,113.6,113.6,,,,
MidriseApartment:QC_Montreal:NECB2020,0c029d7b-c0e0-44a6-963f-85b08975cb58,2023-02-17T00:12:07.113Z,2023-02-17T00:18:20.191Z,completed,completed normal,,,MidriseApartment,QC_Montreal,NECB2020,CWEC2016,475300.0,0.0,151.6,151.6,,,,
FullServiceRestaurant:NS_Halifax.Dockyard:NECB2011,5a39d410-99b3-4f17-89b2-43a96a5ce807,2023-02-16T23:47:38.614Z,2023-02-16T23:51:30.071Z,completed,completed normal,,,FullServiceRestaurant,NS_Halifax.Dockyard,NECB2011,CWEC2016,69840.0,306900.0,737.1,737.1,,,,
Warehouse:YT_Whitehorse:NECB2017,3b1c70b2-bb41-4f9a-b0d6-bd663d9ca8d5,2023-02-16T22:15:45.585Z,2023-02-16T22:20:43.665Z,completed,completed normal,,,Warehouse,YT_Whitehorse,NECB2017,CWEC2016,262500.0,0.0,54.29,54.29,,,,
MediumOffice:NS_Halifax.Dockyard:NECB2020,eb231625-af48-4312-b239-ee4505f2e5fd,2023-02-16T23:11:50.456Z,2023-02-16T23:21:23.584Z,completed,completed normal,,,MediumOffice,NS_Halifax.Dockyard,NECB2020,CWEC2016,346300.0,141400.0,97.89,97.89,,,,
Warehouse:SK_Saskatoon:NECB2020,8b7eb6bb-991a-43dd-a6cc-1f6b08f41046,2023-02-16T22:12:50.209Z,2023-02-16T22:19:22.901Z,completed,completed normal,,,Warehouse,SK_Saskatoon,NECB2020,CWEC2016,231900.0,521500.0,155.8,155.8,,,,
MediumOffice:NS_Sydney:NECB2011,7d0eba5c-24c9-4799-a8b1-c41b65909b88,2023-02-16T23:11:53.415Z,2023-02-16T23:20:12.115Z,completed,completed normal,,,MediumOffice,NS_Sydney,NECB2011,CWEC2016,406700.0,227100.0,127.2,127.2,,,,
QuickServiceRestaurant:SK_Saskatoon:NECB2020,95e5a32c-3bf5-41ee-b883-4be0d0a1e72d,2023-02-17T00:30:28.886Z,2023-02-17T00:35:24.633Z,completed,completed normal,,,QuickServiceRestaurant,SK_Saskatoon,NECB2020,CWEC2016,34330.0,44140.0,337.8,337.8,,,,
MediumOffice:NS_Sydney:NECB2015,90a9a866-089f-4788-a8fd-c8610d9861fd,2023-02-16T23:12:11.020Z,2023-02-16T23:20:53.901Z,completed,completed normal,,,MediumOffice,NS_Sydney,NECB2015,CWEC2016,395100.0,231400.0,125.8,125.8,,,,
MidriseApartment:ON_Windsor:NECB2011,291dfe8d-80ae-483a-abab-f45cdb509ffd,2023-02-17T00:13:38.512Z,2023-02-17T00:20:17.145Z,completed,completed normal,,,MidriseApartment,ON_Windsor,NECB2011,CWEC2016,238900.0,213100.0,144.2,144.2,,,,
RetailStandalone:AB_Edmonton:NECB2015,3e0c9bad-5ee1-419e-b84b-a88b16d7bb0f,2023-02-16T22:38:04.606Z,2023-02-16T22:48:03.065Z,completed,completed normal,,,RetailStandalone,AB_Edmonton,NECB2015,CWEC2016,274300.0,212000.0,212.0,212.0,,,,
Warehouse:QC_Quebec:NECB2015,42202158-5653-40cf-a107-9c03181e79d6,2023-02-16T22:11:30.888Z,2023-02-16T22:17:53.694Z,completed,completed normal,,,Warehouse,QC_Quebec,NECB2015,CWEC2016,600400.0,0.0,124.2,124.2,,,,
