name,_id,run_start_time,run_end_time,status,status_message,nrc_create_geometry.aspect_ratio,nrc_create_geometry.building_shape,nrc_create_necb_prototype_building.building_type,nrc_create_necb_prototype_building.location,nrc_create_necb_prototype_building.template,nrc_create_necb_prototype_building.weather_file_type,nrc_reporting_measure_standard.annual_electricity_use,nrc_reporting_measure_standard.annual_natural_gas_use,nrc_reporting_measure_standard.total_site_energy,nrc_reporting_measure_standard.total_site_energy_normalized,a_choice_argument,global_warming,sideload,weather_file_type
FullServiceRestaurant:AB_Calgary:NECB2015,c87063bc-29dc-40cf-be7b-87656490fdd8,2023-02-16T23:41:15.721Z,2023-02-16T23:45:45.488Z,completed,completed normal,,,FullServiceRestaurant,AB_Calgary,NECB2015,CWEC2016,72490.0,328700.0,785.0,785.0,,,,
MidriseApartment:AB_Calgary:NECB2017,77a40180-ba5e-4365-855a-fd9b4c12bd9e,2023-02-16T23:56:09.950Z,2023-02-17T00:03:05.668Z,completed,completed normal,,,MidriseApartment,AB_Calgary,NECB2017,CWEC2016,222800.0,287400.0,162.8,162.8,,,,
RetailStripmall:AB_Calgary:NECB2020,94f86f36-3e03-411b-a0be-5d96541c0901,2023-02-16T23:24:52.281Z,2023-02-16T23:29:48.251Z,completed,completed normal,,,RetailStripmall,AB_Calgary,NECB2020,CWEC2016,232100.0,185300.0,199.7,199.7,,,,
RetailStripmall:AB_Calgary:NECB2015,9566d3ea-589a-4df1-b7d4-b1e724b78d02,2023-02-16T23:24:18.588Z,2023-02-16T23:28:59.065Z,completed,completed normal,,,RetailStripmall,AB_Calgary,NECB2015,CWEC2016,292300.0,256100.0,262.3,262.3,,,,
MidriseApartment:QC_Montreal:NECB2015,3fb4a09e-9e32-4f00-b6a0-77aed7ee5997,2023-02-17T00:10:01.776Z,2023-02-17T00:16:17.008Z,completed,completed normal,,,MidriseApartment,QC_Montreal,NECB2015,CWEC2016,531200.0,0.0,169.5,169.5,,,,
MidriseApartment:BC_Vancouver:NECB2017,efaadcf7-3423-4db5-813e-6fb3708942de,2023-02-16T23:59:19.659Z,2023-02-17T00:06:28.061Z,completed,completed normal,,,MidriseApartment,BC_Vancouver,NECB2017,CWEC2016,401200.0,0.0,128.0,128.0,,,,
MediumOffice:ON_Toronto:NECB2011,2387d207-4c61-4da1-9c4f-a66b05da4989,2023-02-16T23:14:00.860Z,2023-02-16T23:21:45.267Z,completed,completed normal,,,MediumOffice,ON_Toronto,NECB2011,CWEC2016,452900.0,201500.0,131.4,131.4,,,,
SmallOffice:AB_Fort.McMurray:NECB2017,05a2d864-6c86-413c-9e94-d41ae9d66c67,2023-02-16T22:18:24.951Z,2023-02-16T22:25:09.915Z,completed,completed normal,,,SmallOffice,AB_Fort.McMurray,NECB2017,CWEC2016,43640.0,28080.0,140.3,140.3,,,,
MidriseApartment:BC_Victoria:NECB2020,7986e492-cdd7-48be-addb-b0f0e58afb59,2023-02-17T00:00:15.992Z,2023-02-17T00:07:00.153Z,completed,completed normal,,,MidriseApartment,BC_Victoria,NECB2020,CWEC2016,404600.0,0.0,129.1,129.1,,,,
MidriseApartment:NS_Sydney:NECB2020,7f250b91-2b8e-4ffe-913f-617e89c40a59,2023-02-17T00:06:42.021Z,2023-02-17T00:14:20.728Z,completed,completed normal,,,MidriseApartment,NS_Sydney,NECB2020,CWEC2016,210800.0,277000.0,155.6,155.6,,,,
FullServiceRestaurant:MB_Winnipeg:NECB2011,e9ec8076-6f66-44ca-bb0e-df0bb404ab8a,2023-02-16T23:45:56.077Z,2023-02-16T23:50:09.435Z,completed,completed normal,,,FullServiceRestaurant,MB_Winnipeg,NECB2011,CWEC2016,392000.0,0.0,766.8,766.8,,,,
LargeOffice:SK_Saskatoon:NECB2017,810a756e-70ed-446d-920f-c27969b3c3fa,2023-02-17T00:54:21.761Z,2023-02-17T01:10:06.633Z,completed,completed normal,,,LargeOffice,SK_Saskatoon,NECB2017,CWEC2016,3497000.0,1603000.0,110.1,110.1,,,,
RetailStripmall:NS_Sydney:NECB2015,8576757c-2852-4f95-866d-846025323e7f,2023-02-16T23:33:38.074Z,2023-02-16T23:38:38.189Z,completed,completed normal,,,RetailStripmall,NS_Sydney,NECB2015,CWEC2016,278500.0,289100.0,271.5,271.5,,,,
Warehouse:BC_Victoria:NECB2020,044ca542-cbca-472e-9af6-52afb55fea1b,2023-02-16T21:58:29.367Z,2023-02-16T22:05:34.629Z,completed,completed normal,,,Warehouse,BC_Victoria,NECB2020,CWEC2016,415200.0,0.0,85.88,85.88,,,,
FullServiceRestaurant:AB_Fort.McMurray:NECB2017,e61e1d2c-0aaf-4ea6-beec-c7d357554ea0,2023-02-16T23:44:22.824Z,2023-02-16T23:48:21.108Z,completed,completed normal,,,FullServiceRestaurant,AB_Fort.McMurray,NECB2017,CWEC2016,76490.0,253800.0,646.1,646.1,,,,
Warehouse:SK_Saskatoon:NECB2011,c9b82889-12d7-401a-9e39-cfb302fd86c9,2023-02-16T22:12:06.336Z,2023-02-16T22:18:19.827Z,completed,completed normal,,,Warehouse,SK_Saskatoon,NECB2011,CWEC2016,307900.0,442500.0,155.2,155.2,,,,
MidriseApartment:QC_Montreal:NECB2017,4e2b0664-50a8-43fe-a017-4b5d3a74500a,2023-02-17T00:11:42.121Z,2023-02-17T00:17:52.530Z,completed,completed normal,,,MidriseApartment,QC_Montreal,NECB2017,CWEC2016,454100.0,0.0,144.9,144.9,,,,
RetailStandalone:AB_Calgary:NECB2015,9c76356f-cd4c-4398-bafc-e506b7059782,2023-02-16T22:37:04.389Z,2023-02-16T22:46:21.510Z,completed,completed normal,,,RetailStandalone,AB_Calgary,NECB2015,CWEC2016,284500.0,246700.0,231.6,231.6,,,,
QuickServiceRestaurant:NS_Sydney:NECB2015,056066c7-3328-4b58-9a6d-d71a86ba3273,2023-02-17T00:25:21.791Z,2023-02-17T00:29:37.852Z,completed,completed normal,,,QuickServiceRestaurant,NS_Sydney,NECB2015,CWEC2016,45890.0,237000.0,1217.0,1217.0,,,,
RetailStandalone:NS_Sydney:NECB2015,270be185-8858-4d87-afe7-ae6114174afa,2023-02-16T22:49:34.442Z,2023-02-16T22:55:32.184Z,completed,completed normal,,,RetailStandalone,NS_Sydney,NECB2015,CWEC2016,270600.0,263200.0,232.7,232.7,,,,
MidriseApartment:AB_Fort.McMurray:NECB2011,14aeb655-d664-45fd-b65e-139fa2328313,2023-02-16T23:58:03.511Z,2023-02-17T00:05:15.212Z,completed,completed normal,,,MidriseApartment,AB_Fort.McMurray,NECB2011,CWEC2016,195000.0,336000.0,169.4,169.4,,,,
SmallOffice:NS_Halifax.Dockyard:NECB2020,3b064e2f-2120-44d2-ac62-4ab724e14a8b,2023-02-16T22:25:10.587Z,2023-02-16T22:32:27.439Z,completed,completed normal,,,SmallOffice,NS_Halifax.Dockyard,NECB2020,CWEC2016,44500.0,13400.0,113.3,113.3,,,,
Warehouse:NS_Sydney:NECB2015,6190cfa5-aad9-4b0d-9dae-f50cc9bfdaec,2023-02-16T22:05:35.288Z,2023-02-16T22:11:30.944Z,completed,completed normal,,,Warehouse,NS_Sydney,NECB2015,CWEC2016,284700.0,348200.0,130.9,130.9,,,,
SmallOffice:ON_Toronto:NECB2015,f2df33c7-a621-4761-8cdc-83381d82a6f3,2023-02-16T22:29:12.862Z,2023-02-16T22:35:08.490Z,completed,completed normal,,,SmallOffice,ON_Toronto,NECB2015,CWEC2016,51420.0,23080.0,145.7,145.7,,,,
FullServiceRestaurant:NT_Yellowknife:NECB2020,92feb0e8-b3a9-4699-b93f-7291c9b3d730,2023-02-16T23:50:28.227Z,2023-02-16T23:55:24.961Z,completed,completed normal,,,FullServiceRestaurant,NT_Yellowknife,NECB2020,CWEC2016,212300.0,0.0,415.3,415.3,,,,
MidriseApartment:BC_Victoria:NECB2011,f0a773e8-a20c-4632-a501-93dbee9c2a22,2023-02-16T23:59:36.888Z,2023-02-17T00:06:12.057Z,completed,completed normal,,,MidriseApartment,BC_Victoria,NECB2011,CWEC2016,367600.0,0.0,117.3,117.3,,,,
FullServiceRestaurant:QC_Quebec:NECB2011,b101c61d-31a3-4542-a2e7-38c6e7fb2441,2023-02-16T23:51:42.160Z,2023-02-16T23:56:08.854Z,completed,completed normal,,,FullServiceRestaurant,QC_Quebec,NECB2011,CWEC2016,352000.0,0.0,688.7,688.7,,,,
MediumOffice:NT_Yellowknife:NECB2020,49c1a628-0051-4e1b-9c9c-991635698720,2023-02-16T23:13:56.888Z,2023-02-16T23:22:05.903Z,completed,completed normal,,,MediumOffice,NT_Yellowknife,NECB2020,CWEC2016,493000.0,0.0,98.95,98.95,,,,
SmallOffice:ON_Toronto:NECB2017,131442da-94f4-43e4-8a94-0c913c396c46,2023-02-16T22:30:25.185Z,2023-02-16T22:36:06.673Z,completed,completed normal,,,SmallOffice,ON_Toronto,NECB2017,CWEC2016,49280.0,16270.0,128.2,128.2,,,,
RetailStripmall:QC_Quebec:NECB2017,6deddf11-55c8-477c-bc8b-07d9e0f46171,2023-02-16T23:38:04.472Z,2023-02-16T23:42:57.629Z,completed,completed normal,,,RetailStripmall,QC_Quebec,NECB2017,CWEC2016,399400.0,0.0,191.1,191.1,,,,
SmallOffice:ON_Toronto:NECB2020,77e6bc19-7d30-433b-8fb3-1c0cd76f74d9,2023-02-16T22:30:31.824Z,2023-02-16T22:37:03.765Z,completed,completed normal,,,SmallOffice,ON_Toronto,NECB2020,CWEC2016,45800.0,18110.0,125.0,125.0,,,,
QuickServiceRestaurant:AB_Calgary:NECB2020,60e9cdc9-2e5e-49cd-8bf6-bf26ab02e27d,2023-02-17T00:17:53.216Z,2023-02-17T00:21:12.915Z,completed,completed normal,,,QuickServiceRestaurant,AB_Calgary,NECB2020,CWEC2016,35540.0,29020.0,277.9,277.9,,,,
SmallOffice:SK_Saskatoon:NECB2020,7fcfdc36-1ab9-477f-8770-9705ad1ed075,2023-02-16T22:34:08.903Z,2023-02-16T22:40:58.079Z,completed,completed normal,,,SmallOffice,SK_Saskatoon,NECB2020,CWEC2016,42880.0,26490.0,135.7,135.7,,,,
LargeOffice:BC_Vancouver:NECB2015,c2bc80ec-719d-47c8-a796-5430ce499894,2023-02-17T00:34:54.031Z,2023-02-17T00:41:44.252Z,completed,completed normal,,,LargeOffice,BC_Vancouver,NECB2015,CWEC2016,4656000.0,0.0,100.5,100.5,,,,
MediumOffice:NT_Yellowknife:NECB2011,6d1d424f-20ee-4460-ad20-abfeb88445c2,2023-02-16T23:13:33.110Z,2023-02-16T23:21:05.935Z,completed,completed normal,,,MediumOffice,NT_Yellowknife,NECB2011,CWEC2016,645000.0,0.0,129.5,129.5,,,,
Warehouse:BC_Victoria:NECB2017,93edbf42-0ea6-4a59-9ca9-64d3bbc7e59b,2023-02-16T21:58:28.752Z,2023-02-16T22:04:58.963Z,completed,completed normal,,,Warehouse,BC_Victoria,NECB2017,CWEC2016,385100.0,0.0,79.64,79.64,,,,
FullServiceRestaurant:BC_Vancouver:NECB2015,4643b891-10da-47bf-9aa3-aa497b75069d,2023-02-16T23:45:06.363Z,2023-02-16T23:49:42.261Z,completed,completed normal,,,FullServiceRestaurant,BC_Vancouver,NECB2015,CWEC2016,246200.0,0.0,481.7,481.7,,,,
LargeOffice:ON_Toronto:NECB2015,2d1d9945-9fdd-48ec-8ed4-f59051ce4689,2023-02-17T00:47:31.235Z,2023-02-17T00:54:28.073Z,completed,completed normal,,,LargeOffice,ON_Toronto,NECB2015,CWEC2016,4059000.0,1471000.0,119.4,119.4,,,,
SmallOffice:NT_Yellowknife:NECB2020,a6cb52eb-b8e7-4364-9b37-758b0ab6a314,2023-02-16T22:28:15.472Z,2023-02-16T22:34:37.710Z,completed,completed normal,,,SmallOffice,NT_Yellowknife,NECB2020,CWEC2016,56630.0,0.0,110.8,110.8,,,,
QuickServiceRestaurant:ON_Toronto:NECB2011,86184fb6-c3c4-4f99-b7ff-a65f39c6218d,2023-02-17T00:26:20.369Z,2023-02-17T00:30:17.071Z,completed,completed normal,,,QuickServiceRestaurant,ON_Toronto,NECB2011,CWEC2016,51580.0,194100.0,1057.0,1057.0,,,,
MediumOffice:BC_Vancouver:NECB2015,bc74508f-b56e-4b28-9d9f-37978868976c,2023-02-16T23:01:36.175Z,2023-02-16T23:11:22.993Z,completed,completed normal,,,MediumOffice,BC_Vancouver,NECB2015,CWEC2016,523400.0,0.0,105.1,105.1,,,,
MediumOffice:BC_Vancouver:NECB2017,86ca4aaa-9292-4662-98b0-83833f2fb7a2,2023-02-16T23:01:56.332Z,2023-02-16T23:11:52.497Z,completed,completed normal,,,MediumOffice,BC_Vancouver,NECB2017,CWEC2016,490200.0,0.0,98.38,98.38,,,,
QuickServiceRestaurant:ON_Windsor:NECB2017,869c3075-96ac-4807-bb55-86453759750d,2023-02-17T00:29:57.384Z,2023-02-17T00:34:36.162Z,completed,completed normal,,,QuickServiceRestaurant,ON_Windsor,NECB2017,CWEC2016,58630.0,86230.0,623.5,623.5,,,,
MediumOffice:QC_Quebec:NECB2017,f3b3ee0b-e033-44ab-b0cc-2c67a04c0db6,2023-02-16T23:20:17.597Z,2023-02-16T23:26:27.966Z,completed,completed normal,,,MediumOffice,QC_Quebec,NECB2017,CWEC2016,553200.0,0.0,111.0,111.0,,,,
SmallOffice:AB_Calgary:NECB2011,e063ac01-2869-4c98-8d5d-fa9e053e2c46,2023-02-16T22:16:10.037Z,2023-02-16T22:21:04.068Z,completed,completed normal,,,SmallOffice,AB_Calgary,NECB2011,CWEC2016,50690.0,23170.0,144.5,144.5,,,,
MidriseApartment:ON_Windsor:NECB2015,56bbc3f1-aa6d-4000-bc68-c24f87b6a60c,2023-02-17T00:13:41.964Z,2023-02-17T00:20:48.372Z,completed,completed normal,,,MidriseApartment,ON_Windsor,NECB2015,CWEC2016,245900.0,318900.0,180.2,180.2,,,,
SmallOffice:YT_Whitehorse:NECB2015,70691d3c-4b17-48bc-8bff-d25216093ac0,2023-02-16T22:35:09.058Z,2023-02-16T22:41:21.423Z,completed,completed normal,,,SmallOffice,YT_Whitehorse,NECB2015,CWEC2016,66130.0,0.0,129.4,129.4,,,,
RetailStripmall:NT_Yellowknife:NECB2011,9a10a47b-fa7d-4059-a69b-7d1135e9b84a,2023-02-16T23:34:20.414Z,2023-02-16T23:39:17.603Z,completed,completed normal,,,RetailStripmall,NT_Yellowknife,NECB2011,CWEC2016,470100.0,0.0,224.9,224.9,,,,
FullServiceRestaurant:QC_Montreal:NECB2015,294b99c4-d729-4fcb-9968-b0be80272bcd,2023-02-16T23:51:30.650Z,2023-02-16T23:56:00.497Z,completed,completed normal,,,FullServiceRestaurant,QC_Montreal,NECB2015,CWEC2016,325500.0,0.0,636.8,636.8,,,,
RetailStripmall:AB_Fort.McMurray:NECB2015,983caccd-0b97-4ef1-96c8-5496ef18a17b,2023-02-16T23:28:01.680Z,2023-02-16T23:32:34.683Z,completed,completed normal,,,RetailStripmall,AB_Fort.McMurray,NECB2015,CWEC2016,268300.0,296300.0,270.1,270.1,,,,
LargeOffice:AB_Calgary:NECB2017,d1513d61-7f47-4281-80bb-644d085989a3,2023-02-17T00:31:34.594Z,2023-02-17T00:48:47.308Z,completed,completed normal,,,LargeOffice,AB_Calgary,NECB2017,CWEC2016,3596000.0,1222000.0,104.0,104.0,,,,
MidriseApartment:NS_Halifax.Dockyard:NECB2011,0953f551-fd62-412f-b5e6-ad6b627439bc,2023-02-17T00:05:46.744Z,2023-02-17T00:12:06.613Z,completed,completed normal,,,MidriseApartment,NS_Halifax.Dockyard,NECB2011,CWEC2016,213600.0,227800.0,140.8,140.8,,,,
SmallOffice:MB_Winnipeg:NECB2020,4f1a8249-05a9-4103-ae1a-01da711a2887,2023-02-16T22:23:27.053Z,2023-02-16T22:30:47.802Z,completed,completed normal,,,SmallOffice,MB_Winnipeg,NECB2020,CWEC2016,69180.0,0.0,135.3,135.3,,,,
RetailStripmall:AB_Calgary:NECB2011,10772633-bc20-4991-a962-874966cb7487,2023-02-16T23:23:57.323Z,2023-02-16T23:28:23.468Z,completed,completed normal,,,RetailStripmall,AB_Calgary,NECB2011,CWEC2016,310900.0,240400.0,263.7,263.7,,,,
RetailStandalone:MB_Winnipeg:NECB2017,04749e92-2b8a-49b6-aa59-4c25b9dfe1fa,2023-02-16T22:47:16.444Z,2023-02-16T22:53:37.707Z,completed,completed normal,,,RetailStandalone,MB_Winnipeg,NECB2017,CWEC2016,424100.0,0.0,184.9,184.9,,,,
RetailStandalone:NT_Yellowknife:NECB2017,220d9ece-6e7a-4fdc-ad6e-9b02e983066e,2023-02-16T22:51:37.055Z,2023-02-16T22:56:46.060Z,completed,completed normal,,,RetailStandalone,NT_Yellowknife,NECB2017,CWEC2016,397100.0,0.0,173.1,173.1,,,,
Warehouse:NT_Yellowknife:NECB2015,a75305a3-ab6e-4ae1-919b-9bc8a6bcfe58,2023-02-16T22:05:56.397Z,2023-02-16T22:12:02.000Z,completed,completed normal,,,Warehouse,NT_Yellowknife,NECB2015,CWEC2016,358100.0,0.0,74.06,74.06,,,,
MediumOffice:QC_Montreal:NECB2011,4324918f-f1d9-4e22-8e00-2a552c16816e,2023-02-16T23:16:24.397Z,2023-02-16T23:22:39.750Z,completed,completed normal,,,MediumOffice,QC_Montreal,NECB2011,CWEC2016,616600.0,0.0,123.8,123.8,,,,
Warehouse:QC_Quebec:NECB2020,506ea4c3-61ca-4916-911f-cc1f2a8a971d,2023-02-16T22:11:40.227Z,2023-02-16T22:18:04.525Z,completed,completed normal,,,Warehouse,QC_Quebec,NECB2020,CWEC2016,632300.0,0.0,130.8,130.8,,,,
RetailStripmall:AB_Edmonton:NECB2017,0313063f-eed1-4167-84f0-445eade0edfe,2023-02-16T23:26:28.489Z,2023-02-16T23:31:01.413Z,completed,completed normal,,,RetailStripmall,AB_Edmonton,NECB2017,CWEC2016,240800.0,189900.0,206.1,206.1,,,,
RetailStandalone:NT_Yellowknife:NECB2020,5601a863-6bdd-4247-93cc-cd4180d83a9b,2023-02-16T22:51:56.911Z,2023-02-16T22:57:21.408Z,completed,completed normal,,,RetailStandalone,NT_Yellowknife,NECB2020,CWEC2016,341100.0,0.0,148.7,148.7,,,,
SmallOffice:ON_Windsor:NECB2020,e6b5c05e-6f86-4b95-badd-152ca18afb81,2023-02-16T22:32:45.421Z,2023-02-16T22:39:32.705Z,completed,completed normal,,,SmallOffice,ON_Windsor,NECB2020,CWEC2016,46400.0,15820.0,121.7,121.7,,,,
MidriseApartment:BC_Victoria:NECB2015,5dd581a8-ac65-4ad0-b8f4-7df8b7c00193,2023-02-16T23:59:45.683Z,2023-02-17T00:06:52.681Z,completed,completed normal,,,MidriseApartment,BC_Victoria,NECB2015,CWEC2016,455300.0,0.0,145.2,145.2,,,,
MidriseApartment:YT_Whitehorse:NECB2015,11a7515a-5d91-4eb3-ad25-feb6eaa97963,2023-02-17T00:15:56.256Z,2023-02-17T00:22:41.009Z,completed,completed normal,,,MidriseApartment,YT_Whitehorse,NECB2015,CWEC2016,390200.0,0.0,124.5,124.5,,,,
LargeOffice:NS_Halifax.Dockyard:NECB2020,49e19e3a-b71c-46c0-b7c3-46ed388b7290,2023-02-17T00:42:15.684Z,2023-02-17T00:51:23.848Z,completed,completed normal,,,LargeOffice,NS_Halifax.Dockyard,NECB2020,CWEC2016,3327000.0,989100.0,93.18,93.18,,,,
LargeOffice:QC_Montreal:NECB2011,f2080abf-576f-4578-881a-6cbf37f5c028,2023-02-17T00:48:47.811Z,2023-02-17T00:54:21.236Z,completed,completed normal,,,LargeOffice,QC_Montreal,NECB2011,CWEC2016,5415000.0,0.0,116.9,116.9,,,,
FullServiceRestaurant:MB_Winnipeg:NECB2017,b0142ca1-3d3d-409f-bcc3-7321fd998a3b,2023-02-16T23:46:15.044Z,2023-02-16T23:51:07.848Z,completed,completed normal,,,FullServiceRestaurant,MB_Winnipeg,NECB2017,CWEC2016,252200.0,0.0,493.5,493.5,,,,
MidriseApartment:NT_Yellowknife:NECB2017,13e55c57-9ec8-4cd0-883b-a4db94a2e4dd,2023-02-17T00:06:53.295Z,2023-02-17T00:14:15.913Z,completed,completed normal,,,MidriseApartment,NT_Yellowknife,NECB2017,CWEC2016,396300.0,0.0,126.4,126.4,,,,
LargeOffice:QC_Quebec:NECB2017,2c99ed8f-91ee-4c53-ace2-14ad86f47f30,2023-02-17T00:49:38.701Z,2023-02-17T00:55:53.848Z,completed,completed normal,,,LargeOffice,QC_Quebec,NECB2017,CWEC2016,4893000.0,0.0,105.6,105.6,,,,
FullServiceRestaurant:YT_Whitehorse:NECB2017,0866b398-f6b8-4122-b86b-8ad41224c76d,2023-02-16T23:55:48.063Z,2023-02-17T00:00:09.848Z,completed,completed normal,,,FullServiceRestaurant,YT_Whitehorse,NECB2017,CWEC2016,254700.0,0.0,498.2,498.2,,,,
QuickServiceRestaurant:MB_Winnipeg:NECB2015,01ab21f6-a764-466c-bfbb-793aaec8d7f7,2023-02-17T00:22:02.491Z,2023-02-17T00:26:30.291Z,completed,completed normal,,,QuickServiceRestaurant,MB_Winnipeg,NECB2015,CWEC2016,258700.0,0.0,1113.0,1113.0,,,,
MediumOffice:QC_Quebec:NECB2015,9985afee-d52c-4f6b-9a92-8047f32495e7,2023-02-16T23:20:12.693Z,2023-02-16T23:26:04.169Z,completed,completed normal,,,MediumOffice,QC_Quebec,NECB2015,CWEC2016,595700.0,0.0,119.6,119.6,,,,
RetailStripmall:BC_Vancouver:NECB2017,6ed104a0-750e-47b4-b43c-5adcabb85f2f,2023-02-16T23:28:57.498Z,2023-02-16T23:34:05.267Z,completed,completed normal,,,RetailStripmall,BC_Vancouver,NECB2017,CWEC2016,360500.0,0.0,172.4,172.4,,,,
RetailStandalone:BC_Victoria:NECB2020,c2bcb67a-f3cd-4792-ac2c-819255cbaaaa,2023-02-16T22:44:48.446Z,2023-02-16T22:52:12.428Z,completed,completed normal,,,RetailStandalone,BC_Victoria,NECB2020,CWEC2016,310100.0,0.0,135.2,135.2,,,,
LargeOffice:QC_Quebec:NECB2011,be504b19-4b96-4dfd-8add-ad7aaee24a06,2023-02-17T00:49:17.055Z,2023-02-17T00:55:02.484Z,completed,completed normal,,,LargeOffice,QC_Quebec,NECB2011,CWEC2016,5329000.0,0.0,115.0,115.0,,,,
LargeOffice:AB_Edmonton:NECB2020,fb94d590-d5a0-4d54-8d45-4a279bd37d52,2023-02-17T00:33:51.671Z,2023-02-17T00:45:07.049Z,completed,completed normal,,,LargeOffice,AB_Edmonton,NECB2020,CWEC2016,3230000.0,1133000.0,94.18,94.18,,,,
QuickServiceRestaurant:YT_Whitehorse:NECB2015,5c05cf2a-ac8e-439f-8932-da84913135be,2023-02-17T00:30:43.892Z,2023-02-17T00:35:29.107Z,completed,completed normal,,,QuickServiceRestaurant,YT_Whitehorse,NECB2015,CWEC2016,267000.0,0.0,1149.0,1149.0,,,,
MidriseApartment:ON_Toronto:NECB2015,b3b6c86c-9fcf-4e0d-96b2-49ebf06b3304,2023-02-17T00:09:33.253Z,2023-02-17T00:16:05.452Z,completed,completed normal,,,MidriseApartment,ON_Toronto,NECB2015,CWEC2016,240800.0,341100.0,185.6,185.6,,,,
LargeOffice:AB_Fort.McMurray:NECB2020,5eee0571-0869-4abd-91b4-0100e48d9a55,2023-02-17T00:34:37.509Z,2023-02-17T00:49:16.540Z,completed,completed normal,,,LargeOffice,AB_Fort.McMurray,NECB2020,CWEC2016,3096000.0,1230000.0,93.39,93.39,,,,
LargeOffice:NS_Sydney:NECB2017,5462a61b-696d-4b82-bda8-578ed379120c,2023-02-17T00:42:36.966Z,2023-02-17T01:01:37.564Z,completed,completed normal,,,LargeOffice,NS_Sydney,NECB2017,CWEC2016,3482000.0,1340000.0,104.1,104.1,,,,
LargeOffice:ON_Toronto:NECB2017,174f4a05-a10e-45f1-ab4a-9d68905e22bb,2023-02-17T00:48:08.240Z,2023-02-17T01:05:43.615Z,completed,completed normal,,,LargeOffice,ON_Toronto,NECB2017,CWEC2016,3794000.0,1225000.0,108.4,108.4,,,,
Warehouse:SK_Saskatoon:NECB2015,3da6a679-f8a4-4b3f-ae26-c2d106b06302,2023-02-16T22:12:11.491Z,2023-02-16T22:18:42.034Z,completed,completed normal,,,Warehouse,SK_Saskatoon,NECB2015,CWEC2016,302700.0,444500.0,154.5,154.5,,,,
FullServiceRestaurant:SK_Saskatoon:NECB2020,64d822c0-1400-450f-8b6b-32c521abe93f,2023-02-16T23:55:25.523Z,2023-02-16T23:59:36.303Z,completed,completed normal,,,FullServiceRestaurant,SK_Saskatoon,NECB2020,CWEC2016,59400.0,138700.0,387.5,387.5,,,,
RetailStandalone:NS_Halifax.Dockyard:NECB2020,86c524c3-b7de-461a-9621-cb5fea01dce1,2023-02-16T22:49:16.331Z,2023-02-16T22:55:32.210Z,completed,completed normal,,,RetailStandalone,NS_Halifax.Dockyard,NECB2020,CWEC2016,214900.0,129500.0,150.1,150.1,,,,
RetailStripmall:MB_Winnipeg:NECB2020,aa13acef-3d6a-4dfa-8663-f03caf87dba8,2023-02-16T23:30:24.623Z,2023-02-16T23:35:54.116Z,completed,completed normal,,,RetailStripmall,MB_Winnipeg,NECB2020,CWEC2016,491500.0,0.0,235.1,235.1,,,,
RetailStandalone:BC_Vancouver:NECB2011,4ce4843e-9cb1-4e5e-ac38-f00b21428473,2023-02-16T22:39:33.379Z,2023-02-16T22:48:54.450Z,completed,completed normal,,,RetailStandalone,BC_Vancouver,NECB2011,CWEC2016,402400.0,0.0,175.4,175.4,,,,
MidriseApartment:AB_Fort.McMurray:NECB2015,cdcdf4c1-b0c1-42ec-8e8a-7368cc20c5f2,2023-02-16T23:58:26.717Z,2023-02-17T00:06:14.279Z,completed,completed normal,,,MidriseApartment,AB_Fort.McMurray,NECB2015,CWEC2016,199700.0,456600.0,209.4,209.4,,,,
RetailStandalone:ON_Toronto:NECB2020,b13f8635-667e-4db1-a7cc-5ede9fe47a4d,2023-02-16T22:53:40.916Z,2023-02-16T22:59:28.695Z,completed,completed normal,,,RetailStandalone,ON_Toronto,NECB2020,CWEC2016,240000.0,158200.0,173.6,173.6,,,,
SmallOffice:BC_Victoria:NECB2020,ae8f9e25-3f68-48cb-b766-b212d04d83ca,2023-02-16T22:21:04.670Z,2023-02-16T22:28:14.723Z,completed,completed normal,,,SmallOffice,BC_Victoria,NECB2020,CWEC2016,53300.0,0.0,104.3,104.3,,,,
RetailStripmall:NL_St.Johns:NECB2015,45243212-5b65-47ae-a6e8-30a8e4789c76,2023-02-16T23:31:02.002Z,2023-02-16T23:35:57.815Z,completed,completed normal,,,RetailStripmall,NL_St.Johns,NECB2015,CWEC2016,512500.0,0.0,245.2,245.2,,,,
SmallOffice:MB_Winnipeg:NECB2011,2daf3371-0ef1-4bb6-9efe-b9e5813dbdc5,2023-02-16T22:21:56.167Z,2023-02-16T22:28:50.934Z,completed,completed normal,,,SmallOffice,MB_Winnipeg,NECB2011,CWEC2016,81000.0,0.0,158.5,158.5,,,,
QuickServiceRestaurant:SK_Saskatoon:NECB2015,6ab4488d-a2d0-4561-a226-95c040466946,2023-02-17T00:30:17.629Z,2023-02-17T00:34:50.201Z,completed,completed normal,,,QuickServiceRestaurant,SK_Saskatoon,NECB2015,CWEC2016,47350.0,272700.0,1377.0,1377.0,,,,
RetailStripmall:SK_Saskatoon:NECB2020,1059ca69-046d-4225-8049-47876915c575,2023-02-16T23:40:28.309Z,2023-02-16T23:45:52.603Z,completed,completed normal,,,RetailStripmall,SK_Saskatoon,NECB2020,CWEC2016,225900.0,272900.0,238.6,238.6,,,,
