name,_id,run_start_time,run_end_time,status,status_message,nrc_create_necb_prototype_building.building_type,nrc_create_necb_prototype_building.epw_file,nrc_create_necb_prototype_building.template,nrc_report_utility_costs.total_site_energy,openstudio_results.eui,air_loops_detail_section,annual_overview_section,building_summary_section,calc_choice,cost_summary_section,electricity_cost,envelope_section_section,exterior_light_section,gas_cost,hvac_load_profile,interior_lighting_section,measure_warning_section,monthly_overview_section,outdoor_air_section,plant_loops_detail_section,plug_loads_section,reg_monthly_details,schedules_overview_section,sideload,source_energy_section,space_type_breakdown_section,space_type_details_section,units,utility_bills_rates_section,water_use_section,zone_condition_section,zone_equipment_detail_section,zone_summary_section
QuickServiceRestaurantNS_Sydney-McCurdyNECB2015,e46af8f5-9a42-4a69-b5b3-ac0790f4e738,2021-12-24T20:52:12.578Z,2021-12-24T20:52:53.554Z,completed,completed normal,QuickServiceRestaurant,NS_Sydney-McCurdy,NECB2015,282400,1215.256855,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QuickServiceRestaurantNS_Sydney-McCurdyNECB2017,86210f4f-3422-477f-8055-0a4cc0034262,2021-12-24T20:52:16.540Z,2021-12-24T20:53:00.820Z,completed,completed normal,QuickServiceRestaurant,NS_Sydney-McCurdy,NECB2017,168200,724.0705671,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QuickServiceRestaurantNS_Sydney-McCurdyNECB2020,2f32847f-6f3b-458d-b3af-a5cbc10d2070,2021-12-24T20:52:18.672Z,2021-12-24T20:53:06.061Z,completed,completed normal,QuickServiceRestaurant,NS_Sydney-McCurdy,NECB2020,67530,290.6540224,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QuickServiceRestaurantNS_YarmouthNECB2011,79c91d6e-18dd-4f4f-99f1-86824069358c,2021-12-24T20:52:21.993Z,2021-12-24T20:52:59.068Z,completed,completed normal,QuickServiceRestaurant,NS_Yarmouth,NECB2011,257500,1108.373265,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QuickServiceRestaurantNS_YarmouthNECB2015,99c1e5a7-7327-4932-893b-08f3329dc103,2021-12-24T20:52:34.727Z,2021-12-24T20:53:16.807Z,completed,completed normal,QuickServiceRestaurant,NS_Yarmouth,NECB2015,258000,1110.489417,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QuickServiceRestaurantNS_YarmouthNECB2017,53c7d66d-c4cf-4e67-b424-4a4ec67d7819,2021-12-24T20:52:37.990Z,2021-12-24T20:53:21.026Z,completed,completed normal,QuickServiceRestaurant,NS_Yarmouth,NECB2017,152900,657.9318623,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QuickServiceRestaurantNS_YarmouthNECB2020,879aa582-7af4-48f9-844e-2c6f320630f8,2021-12-24T20:52:39.187Z,2021-12-24T20:53:25.504Z,completed,completed normal,QuickServiceRestaurant,NS_Yarmouth,NECB2020,63520,273.3780953,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QuickServiceRestaurantNT_Inuvik-ZubkoNECB2011,f867f9d7-c416-401d-8113-631b6db279fa,2021-12-24T20:52:43.231Z,2021-12-24T20:53:21.049Z,completed,completed normal,QuickServiceRestaurant,NT_Inuvik-Zubko,NECB2011,394700,1698.779566,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QuickServiceRestaurantNT_Inuvik-ZubkoNECB2015,361a2a1e-780d-4897-8762-f12a7c897fb1,2021-12-24T20:52:53.848Z,2021-12-24T20:53:34.691Z,completed,completed normal,QuickServiceRestaurant,NT_Inuvik-Zubko,NECB2015,394600,1698.444808,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QuickServiceRestaurantNT_Inuvik-ZubkoNECB2017,928e3a5f-d763-408a-8922-92bb647bc7dc,2021-12-24T20:52:59.311Z,2021-12-24T20:53:42.544Z,completed,completed normal,QuickServiceRestaurant,NT_Inuvik-Zubko,NECB2017,282500,1215.675303,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QuickServiceRestaurantNT_Inuvik-ZubkoNECB2020,7ff745c8-2324-4556-8d20-07c939e38da9,2021-12-24T20:53:01.056Z,2021-12-24T20:53:46.295Z,completed,completed normal,QuickServiceRestaurant,NT_Inuvik-Zubko,NECB2020,108900,468.5661817,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QuickServiceRestaurantNT_YellowknifeNECB2011,b2818db6-3a76-4ef8-a9d3-e9ebcf4913b4,2021-12-24T20:53:06.340Z,2021-12-24T20:53:43.429Z,completed,completed normal,QuickServiceRestaurant,NT_Yellowknife,NECB2011,336400,1447.830287,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QuickServiceRestaurantNT_YellowknifeNECB2015,e6c375e6-0382-4c1a-9e58-6c7b2ce4ff83,2021-12-24T20:53:17.169Z,2021-12-24T20:53:58.928Z,completed,completed normal,QuickServiceRestaurant,NT_Yellowknife,NECB2015,336500,1448.129179,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QuickServiceRestaurantNT_YellowknifeNECB2017,ca796931-75b5-443e-bd45-b92cf2ff3acc,2021-12-24T20:53:21.407Z,2021-12-24T20:54:04.438Z,completed,completed normal,QuickServiceRestaurant,NT_Yellowknife,NECB2017,228900,985.3136687,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QuickServiceRestaurantNT_YellowknifeNECB2020,bba61a33-6e67-4ba8-bb13-78a7f3e72aa6,2021-12-24T20:53:21.345Z,2021-12-24T20:54:07.704Z,completed,completed normal,QuickServiceRestaurant,NT_Yellowknife,NECB2020,93030,400.4189263,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QuickServiceRestaurantON_Sault.Ste.MarieNECB2011,efb44883-80d6-4fb4-a483-257f891a384e,2021-12-24T20:54:07.990Z,2021-12-24T20:54:45.685Z,completed,completed normal,QuickServiceRestaurant,ON_Sault.Ste.Marie,NECB2011,289100,1244.237372,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QuickServiceRestaurantON_Sault.Ste.MarieNECB2015,d540678c-6c14-4844-98df-0eb2a4cf7869,2021-12-24T20:54:17.884Z,2021-12-24T20:55:00.533Z,completed,completed normal,QuickServiceRestaurant,ON_Sault.Ste.Marie,NECB2015,289500,1246.126367,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QuickServiceRestaurantON_Sault.Ste.MarieNECB2017,c24f03b7-0e7b-4b40-9b61-29ffe017bf0c,2021-12-24T20:54:25.155Z,2021-12-24T20:55:09.345Z,completed,completed normal,QuickServiceRestaurant,ON_Sault.Ste.Marie,NECB2017,173400,746.188536,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QuickServiceRestaurantON_Sault.Ste.MarieNECB2020,20a43f6b-58fc-4d88-a427-ed5a11bb7c74,2021-12-24T20:54:29.064Z,2021-12-24T20:55:15.231Z,completed,completed normal,QuickServiceRestaurant,ON_Sault.Ste.Marie,NECB2020,68730,295.7949557,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QuickServiceRestaurantON_TorontoNECB2011,f9537cbf-4870-4782-a20a-eddf8cc5e7ab,2021-12-24T20:53:25.901Z,2021-12-24T20:54:03.662Z,completed,completed normal,QuickServiceRestaurant,ON_Toronto,NECB2011,244800,1053.460924,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QuickServiceRestaurantON_TorontoNECB2015,525f1f5a-0a57-4d65-873c-8b47569a2e8a,2021-12-24T20:53:34.985Z,2021-12-24T20:54:17.575Z,completed,completed normal,QuickServiceRestaurant,ON_Toronto,NECB2015,245300,1055.899879,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QuickServiceRestaurantON_TorontoNECB2017,26942987-3674-4f83-9b5a-f9a1ee6d11d5,2021-12-24T20:53:42.781Z,2021-12-24T20:54:28.823Z,completed,completed normal,QuickServiceRestaurant,ON_Toronto,NECB2017,152300,655.4689966,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QuickServiceRestaurantON_TorontoNECB2020,22ca7324-292e-47de-b9a4-28d0cd4164c0,2021-12-24T20:53:43.736Z,2021-12-24T20:54:30.089Z,completed,completed normal,QuickServiceRestaurant,ON_Toronto,NECB2020,66780,287.4379501,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QuickServiceRestaurantON_WindsorNECB2011,3c7075dc-8217-45e8-a260-0cf2bc57464f,2021-12-24T20:53:46.541Z,2021-12-24T20:54:24.873Z,completed,completed normal,QuickServiceRestaurant,ON_Windsor,NECB2011,227300,978.1761403,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QuickServiceRestaurantON_WindsorNECB2015,362a6153-8db2-4e4c-8e6f-a677c2acb01b,2021-12-24T20:53:59.302Z,2021-12-24T20:54:41.505Z,completed,completed normal,QuickServiceRestaurant,ON_Windsor,NECB2015,227900,980.782474,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QuickServiceRestaurantON_WindsorNECB2017,dcad623c-f290-4d32-9d1e-72d3b17dfa67,2021-12-24T20:54:04.052Z,2021-12-24T20:54:49.680Z,completed,completed normal,QuickServiceRestaurant,ON_Windsor,NECB2017,144500,621.9692405,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QuickServiceRestaurantON_WindsorNECB2020,05b57f50-52c6-4ec4-aaa9-44a808833523,2021-12-24T20:54:04.795Z,2021-12-24T20:54:51.874Z,completed,completed normal,QuickServiceRestaurant,ON_Windsor,NECB2020,64960,279.5711266,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QuickServiceRestaurantQC_Montreal-TrudeauNECB2011,55504bdb-ebf9-4cb2-b8ea-4702c28f1753,2021-12-24T20:54:30.399Z,2021-12-24T20:55:06.414Z,completed,completed normal,QuickServiceRestaurant,QC_Montreal-Trudeau,NECB2011,212200,913.352558,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QuickServiceRestaurantQC_Montreal-TrudeauNECB2015,35d7a74f-2409-43f6-9426-46f599f8cd5f,2021-12-24T20:54:41.909Z,2021-12-24T20:55:21.148Z,completed,completed normal,QuickServiceRestaurant,QC_Montreal-Trudeau,NECB2015,212500,914.7633258,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QuickServiceRestaurantQC_Montreal-TrudeauNECB2017,536d250c-24d4-4564-8588-d284e6b8237a,2021-12-24T20:54:45.971Z,2021-12-24T20:55:27.770Z,completed,completed normal,QuickServiceRestaurant,QC_Montreal-Trudeau,NECB2017,132900,571.8989412,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QuickServiceRestaurantQC_Montreal-TrudeauNECB2020,a379aa17-c0dd-496d-9ae6-76c742b3f377,2021-12-24T20:54:50.051Z,2021-12-24T20:55:34.461Z,completed,completed normal,QuickServiceRestaurant,QC_Montreal-Trudeau,NECB2020,63780,274.4899716,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QuickServiceRestaurantQC_QuebecNECB2011,0bf5e705-3b19-4271-8581-956f2cd7de55,2021-12-24T20:54:52.247Z,2021-12-24T20:55:27.631Z,completed,completed normal,QuickServiceRestaurant,QC_Quebec,NECB2011,231500,996.1694069,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QuickServiceRestaurantQC_QuebecNECB2015,95376227-6e48-44bf-8b05-8df4e8adb479,2021-12-24T20:55:00.821Z,2021-12-24T20:55:39.812Z,completed,completed normal,QuickServiceRestaurant,QC_Quebec,NECB2015,231700,997.4008398,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QuickServiceRestaurantQC_QuebecNECB2017,7f9c8548-3c3e-4139-929e-e4b79496216a,2021-12-24T20:55:06.734Z,2021-12-24T20:55:48.340Z,completed,completed normal,QuickServiceRestaurant,QC_Quebec,NECB2017,140300,603.7249051,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QuickServiceRestaurantQC_QuebecNECB2020,b86d5831-8aa0-4588-912d-567de65371fd,2021-12-24T20:55:09.592Z,2021-12-24T20:55:53.443Z,completed,completed normal,QuickServiceRestaurant,QC_Quebec,NECB2020,65130,280.3123775,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QuickServiceRestaurantQC_Saguenay-BagotvilleNECB2011,a3185049-3e31-4755-972e-336c9601fd48,2021-12-24T20:55:15.487Z,2021-12-24T20:55:51.803Z,completed,completed normal,QuickServiceRestaurant,QC_Saguenay-Bagotville,NECB2011,253200,1089.638748,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QuickServiceRestaurantQC_Saguenay-BagotvilleNECB2015,1d345e6b-6e85-4a81-b2c7-b5326c9bbfe1,2021-12-24T20:55:21.514Z,2021-12-24T20:56:01.968Z,completed,completed normal,QuickServiceRestaurant,QC_Saguenay-Bagotville,NECB2015,253400,1090.702801,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QuickServiceRestaurantQC_Saguenay-BagotvilleNECB2017,6e832073-dde8-4fd7-a0f6-f4a327371388,2021-12-24T20:55:28.051Z,2021-12-24T20:56:09.525Z,completed,completed normal,QuickServiceRestaurant,QC_Saguenay-Bagotville,NECB2017,155700,670.066856,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QuickServiceRestaurantQC_Saguenay-BagotvilleNECB2020,3d57ac4b-574e-4051-85a8-e5496d9626f7,2021-12-24T20:55:28.082Z,2021-12-24T20:56:13.211Z,completed,completed normal,QuickServiceRestaurant,QC_Saguenay-Bagotville,NECB2020,70330,302.6933708,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QuickServiceRestaurantSK_SaskatoonNECB2011,095b84a8-b65c-4cf8-ae94-3b739eb2bbab,2021-12-24T20:55:34.835Z,2021-12-24T20:56:12.355Z,completed,completed normal,QuickServiceRestaurant,SK_Saskatoon,NECB2011,318200,1369.735923,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QuickServiceRestaurantSK_SaskatoonNECB2015,99c7b4de-29e2-4338-8d5b-8732dfc21f1a,2021-12-24T20:55:40.117Z,2021-12-24T20:56:21.142Z,completed,completed normal,QuickServiceRestaurant,SK_Saskatoon,NECB2015,318700,1371.529272,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QuickServiceRestaurantSK_SaskatoonNECB2017,65df025c-1820-4b04-891a-c4d24b27f589,2021-12-24T20:55:48.626Z,2021-12-24T20:56:32.383Z,completed,completed normal,QuickServiceRestaurant,SK_Saskatoon,NECB2017,197200,848.8039559,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QuickServiceRestaurantSK_SaskatoonNECB2020,042c0e05-a139-4d3a-9f0f-f79e6fd28804,2021-12-24T20:55:52.042Z,2021-12-24T20:56:38.378Z,completed,completed normal,QuickServiceRestaurant,SK_Saskatoon,NECB2020,78550,338.082121,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QuickServiceRestaurantYT_WhitehorseNECB2011,94795675-ed8a-4cf8-aa43-74fe795f81fe,2021-12-24T20:55:53.678Z,2021-12-24T20:56:29.943Z,completed,completed normal,QuickServiceRestaurant,YT_Whitehorse,NECB2011,269500,1159.866288,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QuickServiceRestaurantYT_WhitehorseNECB2015,537de1c9-f94f-4af4-8d5d-8cfe61c860d9,2021-12-24T20:56:02.336Z,2021-12-24T20:56:44.997Z,completed,completed normal,QuickServiceRestaurant,YT_Whitehorse,NECB2015,269500,1160.117357,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QuickServiceRestaurantYT_WhitehorseNECB2017,6e751c4f-ac36-4edb-8daa-c35e5b6a3b94,2021-12-24T20:56:09.887Z,2021-12-24T20:56:53.741Z,completed,completed normal,QuickServiceRestaurant,YT_Whitehorse,NECB2017,168000,722.9826021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QuickServiceRestaurantYT_WhitehorseNECB2020,72faf757-8cc3-43a4-bdf5-cc2847c3fe46,2021-12-24T20:56:12.775Z,2021-12-24T20:56:59.179Z,completed,completed normal,QuickServiceRestaurant,YT_Whitehorse,NECB2020,71160,306.2681128,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RetailStandaloneAB_CalgaryNECB2011,49b8103c-4fdc-4452-8118-204f1c3dabac,2021-12-24T19:27:31.757Z,2021-12-24T19:28:30.111Z,completed,completed normal,RetailStandalone,AB_Calgary,NECB2011,478900,208.7507889,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RetailStandaloneAB_CalgaryNECB2015,03ce36f0-6b2c-4e2a-b694-431972ce9e7f,2021-12-24T19:27:44.317Z,2021-12-24T19:28:48.849Z,completed,completed normal,RetailStandalone,AB_Calgary,NECB2015,471900,205.7066024,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RetailStandaloneAB_CalgaryNECB2017,0c5d242e-3a7e-47c9-8a95-c5475370a821,2021-12-24T19:28:02.475Z,2021-12-24T19:29:09.166Z,completed,completed normal,RetailStandalone,AB_Calgary,NECB2017,399400,174.1131779,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RetailStandaloneAB_CalgaryNECB2020,8ff770f9-a7f2-4c9e-ab04-ebd09cdacbfe,2021-12-24T19:28:05.751Z,2021-12-24T19:29:15.102Z,completed,completed normal,RetailStandalone,AB_Calgary,NECB2020,374100,163.0916244,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RetailStandaloneAB_Edmonton.Stony.PlainNECB2011,7158e5a4-5247-4d5c-afd7-4d7e43e3a314,2021-12-24T19:28:08.314Z,2021-12-24T19:29:07.696Z,completed,completed normal,RetailStandalone,AB_Edmonton.Stony.Plain,NECB2011,492500,214.6878002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RetailStandaloneAB_Edmonton.Stony.PlainNECB2015,644fb8dc-bb22-4a4d-b635-33846d3ef22b,2021-12-24T19:28:08.894Z,2021-12-24T19:29:12.665Z,completed,completed normal,RetailStandalone,AB_Edmonton.Stony.Plain,NECB2015,485000,211.4268637,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RetailStandaloneAB_Edmonton.Stony.PlainNECB2017,12711ad4-bcd3-44aa-8cad-be27e6111e98,2021-12-24T19:28:26.733Z,2021-12-24T19:29:31.178Z,completed,completed normal,RetailStandalone,AB_Edmonton.Stony.Plain,NECB2017,414000,180.4534167,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RetailStandaloneAB_Edmonton.Stony.PlainNECB2020,1776e3fd-ba67-42cc-8ec9-ba5bc617b437,2021-12-24T19:28:30.365Z,2021-12-24T19:29:37.334Z,completed,completed normal,RetailStandalone,AB_Edmonton.Stony.Plain,NECB2020,377200,164.4381381,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RetailStandaloneAB_Fort.McMurrayNECB2011,803b1e02-7be8-4c12-9455-b2cf6b13670b,2021-12-24T19:28:30.378Z,2021-12-24T19:29:27.644Z,completed,completed normal,RetailStandalone,AB_Fort.McMurray,NECB2011,542200,236.3518973,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RetailStandaloneAB_Fort.McMurrayNECB2015,a63e0af5-4334-4d30-9c10-74956f72945b,2021-12-24T19:28:49.233Z,2021-12-24T19:29:49.370Z,completed,completed normal,RetailStandalone,AB_Fort.McMurray,NECB2015,536200,233.7254691,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RetailStandaloneAB_Fort.McMurrayNECB2017,47b79020-655a-4564-96ec-8079e6412c2d,2021-12-24T19:29:08.007Z,2021-12-24T19:30:08.267Z,completed,completed normal,RetailStandalone,AB_Fort.McMurray,NECB2017,457600,199.4789767,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RetailStandaloneAB_Fort.McMurrayNECB2020,a59b1300-e4d3-4671-a499-e0fda8546d23,2021-12-24T19:29:09.470Z,2021-12-24T19:30:12.133Z,completed,completed normal,RetailStandalone,AB_Fort.McMurray,NECB2020,402900,175.6280057,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RetailStandaloneBC_VancouverNECB2011,8a68f279-d80e-49c1-ac25-62766ca78427,2021-12-24T19:29:12.898Z,2021-12-24T19:29:59.997Z,completed,completed normal,RetailStandalone,BC_Vancouver,NECB2011,400300,174.510351,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RetailStandaloneBC_VancouverNECB2015,e0392d39-2720-454c-aa25-2eea844de562,2021-12-24T19:29:15.395Z,2021-12-24T19:30:08.539Z,completed,completed normal,RetailStandalone,BC_Vancouver,NECB2015,392200,170.9491129,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RetailStandaloneBC_VancouverNECB2017,02503546-143d-4919-8ee2-a59c274e01ce,2021-12-24T19:29:27.871Z,2021-12-24T19:30:24.466Z,completed,completed normal,RetailStandalone,BC_Vancouver,NECB2017,320200,139.5918126,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RetailStandaloneBC_VancouverNECB2020,31ca549f-2681-49b2-acc0-803150d6fdf1,2021-12-24T19:29:31.495Z,2021-12-24T19:30:30.636Z,completed,completed normal,RetailStandalone,BC_Vancouver,NECB2020,314200,136.9532755,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RetailStandaloneBC_VictoriaNECB2011,38f52751-4091-406c-ac51-db4c4aef1d07,2021-12-24T19:29:37.605Z,2021-12-24T19:30:27.944Z,completed,completed normal,RetailStandalone,BC_Victoria,NECB2011,397700,173.3515258,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RetailStandaloneBC_VictoriaNECB2015,52191ee6-1f47-43f1-a687-f4f0921d3ebc,2021-12-24T19:29:49.728Z,2021-12-24T19:30:44.905Z,completed,completed normal,RetailStandalone,BC_Victoria,NECB2015,389300,169.7043143,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RetailStandaloneBC_VictoriaNECB2017,7df662cd-1748-4588-908c-6d03d881ff1b,2021-12-24T19:30:00.253Z,2021-12-24T19:30:56.113Z,completed,completed normal,RetailStandalone,BC_Victoria,NECB2017,318200,138.7005949,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RetailStandaloneBC_VictoriaNECB2020,5d44aaaf-934b-4166-9346-1a1b5d31df47,2021-12-24T19:30:08.612Z,2021-12-24T19:31:05.521Z,completed,completed normal,RetailStandalone,BC_Victoria,NECB2020,308900,134.6501559,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RetailStandaloneMB_Winnipeg-RichardsonNECB2011,8f2c435f-4707-4303-a9b7-62f586210ceb,2021-12-24T19:30:08.835Z,2021-12-24T19:31:00.393Z,completed,completed normal,RetailStandalone,MB_Winnipeg-Richardson,NECB2011,501200,218.4936387,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RetailStandaloneMB_Winnipeg-RichardsonNECB2015,5b871ebc-c32d-4f77-8b77-6d115f09ef24,2021-12-24T19:30:12.518Z,2021-12-24T19:31:07.482Z,completed,completed normal,RetailStandalone,MB_Winnipeg-Richardson,NECB2015,492600,214.7531884,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RetailStandaloneMB_Winnipeg-RichardsonNECB2017,341911f6-418b-4c80-8054-7508e854ad6e,2021-12-24T19:30:24.712Z,2021-12-24T19:31:20.704Z,completed,completed normal,RetailStandalone,MB_Winnipeg-Richardson,NECB2017,421200,183.6005291,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RetailStandaloneMB_Winnipeg-RichardsonNECB2020,82d886a5-8a8b-44e2-a5b9-7452eeeede54,2021-12-24T19:30:28.222Z,2021-12-24T19:31:27.149Z,completed,completed normal,RetailStandalone,MB_Winnipeg-Richardson,NECB2020,418100,182.2443283,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RetailStandaloneNB_FrederictonNECB2011,86d7aea1-7347-44d3-97cd-7a8849824a2c,2021-12-24T19:30:30.957Z,2021-12-24T19:31:22.682Z,completed,completed normal,RetailStandalone,NB_Fredericton,NECB2011,544600,237.4005311,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RetailStandaloneNB_FrederictonNECB2015,2363f0c5-12d3-4fba-b595-74977be7f4af,2021-12-24T19:30:45.253Z,2021-12-24T19:31:42.816Z,completed,completed normal,RetailStandalone,NB_Fredericton,NECB2015,543600,236.9742966,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RetailStandaloneNB_FrederictonNECB2017,df91557a-5280-4248-aed9-3957dbbcd701,2021-12-24T19:30:56.365Z,2021-12-24T19:31:55.309Z,completed,completed normal,RetailStandalone,NB_Fredericton,NECB2017,402600,175.4923857,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RetailStandaloneNB_FrederictonNECB2020,a550c7ac-69e4-4067-a910-84cc1acf7d18,2021-12-24T19:31:00.678Z,2021-12-24T19:32:02.604Z,completed,completed normal,RetailStandalone,NB_Fredericton,NECB2020,375100,163.5214917,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RetailStandaloneNL_St.JohnsNECB2011,d0821e8d-3f6e-48b2-98b5-3d37384c5a28,2021-12-24T19:31:05.785Z,2021-12-24T19:31:54.506Z,completed,completed normal,RetailStandalone,NL_St.Johns,NECB2011,482900,210.5065846,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RetailStandaloneNL_St.JohnsNECB2015,068056cc-66ae-4243-a31b-091d68671199,2021-12-24T19:31:07.806Z,2021-12-24T19:32:00.087Z,completed,completed normal,RetailStandalone,NL_St.Johns,NECB2015,477800,208.2882275,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RetailStandaloneNL_St.JohnsNECB2017,ae8b0599-aa71-491e-ab7f-c2555e63768d,2021-12-24T19:31:20.947Z,2021-12-24T19:32:15.995Z,completed,completed normal,RetailStandalone,NL_St.Johns,NECB2017,359900,156.8688423,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RetailStandaloneNL_St.JohnsNECB2020,16e2e6aa-f84f-4a58-bf76-77fbcf7fe833,2021-12-24T19:31:23.037Z,2021-12-24T19:32:22.100Z,completed,completed normal,RetailStandalone,NL_St.Johns,NECB2020,360700,157.2200014,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RetailStandaloneNS_HalifaxNECB2011,6a41fa16-1bde-4d7a-902c-50bdb8a710f9,2021-12-24T19:31:27.426Z,2021-12-24T19:32:20.436Z,completed,completed normal,RetailStandalone,NS_Halifax,NECB2011,484200,211.0853917,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RetailStandaloneNS_HalifaxNECB2015,59094835-5eb3-4663-a4a1-d3922c21be3f,2021-12-24T19:31:43.149Z,2021-12-24T19:32:40.665Z,completed,completed normal,RetailStandalone,NS_Halifax,NECB2015,479400,208.9723824,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RetailStandaloneNS_HalifaxNECB2017,87ac8513-4978-418d-be10-0ba58182ff5a,2021-12-24T19:31:54.808Z,2021-12-24T19:32:54.309Z,completed,completed normal,RetailStandalone,NS_Halifax,NECB2017,369700,161.1445076,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RetailStandaloneNS_HalifaxNECB2020,98df10b1-5a11-4b1f-8e2c-9084d5cc8a08,2021-12-24T19:31:55.561Z,2021-12-24T19:32:56.873Z,completed,completed normal,RetailStandalone,NS_Halifax,NECB2020,344300,150.0817838,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RetailStandaloneNS_Sydney-McCurdyNECB2011,f83ed9db-6df3-4d3a-a0f9-6726ac390de7,2021-12-24T19:32:00.433Z,2021-12-24T19:32:53.192Z,completed,completed normal,RetailStandalone,NS_Sydney-McCurdy,NECB2011,536300,233.7787484,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RetailStandaloneNS_Sydney-McCurdyNECB2015,42658eb5-68da-43bc-aaa0-d91d9f2e775a,2021-12-24T19:32:02.881Z,2021-12-24T19:32:58.033Z,completed,completed normal,RetailStandalone,NS_Sydney-McCurdy,NECB2015,533200,232.4382892,,,,,,,,,,,,,,,,,,,,,,,,,,,,
