IATA_ID,Name,Updated Name,WMO_ID,MSC_ID,Latitude,Longitude,Elevation(m),Data_Provider,Dataset/Network,AUTO/MAN,Province/Territory
CYYG,Charlottetown,Charlottetown,71706,8300301,46.28917,-63.11528,50.9,NAV CANADA,NC-HWOS,MAN,Prince Edward Island
CYYH,Taloyoak,Taloyoak,71580,2403856,69.54665,-93.57703,27.4,NAV CANADA,NC-AWOS,AUTO,Nunavut
CYYH,Taloyoak,Taloyoak,71580,2403855,69.54665,-93.57703,27.4,NAV CANADA,NC-HWOS,MAN,Nunavut
CYYJ,Victoria International,Victoria International,71799,1018621,48.64716,-123.42574,19.5,NAV CANADA,NC-HWOS,MAN,British Columbia
CYYL,Lynn Lake,Lynn Lake,71078,5061645,56.864,-101.07616,356.6,NAV CANADA,NC-AWOS,AUTO,Manitoba
CYYN,Swift Current,Swift Current,71142,4028038,50.29194,-107.69056,817.2,NAV CANADA,NC-AWOS,AUTO,Saskatchewan
CYYQ,Churchill,Churchill,71618,5060595,58.73906,-94.06636,29.3,NAV CANADA,NC-AWOS,AUTO,Manitoba
CYYQ,Churchill,Churchill,71618,5060605,58.73906,-94.06636,29.3,NAV CANADA,NC-HWOS,MAN,Manitoba
CYYR,Goose Bay,Goose Bay,71816,8501900,53.32,-60.43,49,,,MAN,Newfoundland and Labrador
CYYT,St Johns International,St Johns International,71801,8403505,47.61862,-52.75242,140.5,NAV CANADA,NC-HWOS,MAN,Newfoundland and Labrador
CYYU,Kapuskasing,Kapuskasing,71831,6073978,49.41159,-82.4687,226.5,NAV CANADA,NC-AWOS,AUTO,Ontario
CYYU,Kapuskasing,Kapuskasing,71831,6073976,49.41159,-82.4687,226.5,NAV CANADA,NC-HWOS,MAN,Ontario
CYYW,Armstrong,Armstrong,,6040327,50.29028,-88.90972,322.8,NAV CANADA,NC-AWOS,AUTO,Ontario
CYYY,Mont-Joli,Mont-Joli,71718,7055121,48.60902,-68.20759,52.4,NAV CANADA,NC-HWOS,MAN,Quebec
CYYZ,Toronto Pearson International,Toronto Pearson International,71624,6158731,43.67666,-79.63065,173.4,NAV CANADA,NC-HWOS,MAN,Ontario
CYZE,Gore Bay-Manitoulin,Gore Bay-Manitoulin,,6092919,45.8817,-82.56828,189.9,NAV CANADA,NC-AWOS,AUTO,Ontario
CYZF,Yellowknife,Yellowknife,71936,2204101,62.46278,-114.44028,205.7,NAV CANADA,NC-HWOS,MAN,Northwest Territories
CYZG,Salluit,Salluit,,7117802,62.17944,-75.66722,227.1,NAV CANADA,NC-AWOS,AUTO,Quebec
CYZG,Salluit,Salluit,,7117801,62.17944,-75.66722,227.1,NAV CANADA,NC-HWOS,MAN,Quebec
CYZH,Slave Lake,Slave Lake,71369,3065995,55.29292,-114.77721,582.8,NAV CANADA,NC-AWOS,AUTO,Alberta
CYZP,Sandspit,Sandspit,71111,1057052,53.25426,-131.81381,6.4,NAV CANADA,NC-AWOS,AUTO,British Columbia
CYZR,Sarnia,Sarnia,71704,6127510,42.99944,-82.30889,181.4,NAV CANADA,NC-AWOS,AUTO,Ontario
CYZS,Coral Harbour,Coral Harbour,71915,2301004,64.19337,-83.35936,62.2,NAV CANADA,NC-AWOS,AUTO,Nunavut
CYZS,Coral Harbour,Coral Harbour,71915,2301002,64.19337,-83.35936,62.2,NAV CANADA,NC-HWOS,MAN,Nunavut
CYZT,Port Hardy,Port Hardy,71109,1026271,50.6806,-127.36666,21.6,NAV CANADA,NC-HWOS,MAN,British Columbia
CYZU,Whitecourt,Whitecourt,71930,3057376,54.14385,-115.78677,782.4,NAV CANADA,NC-AWOS,AUTO,Alberta
CYZU,Whitecourt,Whitecourt,71930,3067373,54.14385,-115.78677,782.4,NAV CANADA,NC-HWOS,MAN,Alberta
CYZV,Sept-Iles,Sept-Iles,,7047911,50.22339,-66.26569,54.9,NAV CANADA,NC-HWOS,MAN,Quebec
CYZW,Teslin,Teslin,,2101106,60.17307,-132.74173,702,NAV CANADA,NC-AWOS,AUTO,Yukon
CYZW,Teslin,Teslin,,2101101,60.17307,-132.74173,702,NAV CANADA,NC-HWOS,MAN,Yukon
CYZX,Greenwood,Greenwood,71397,8202000,44.98,-64.92,28,,,MAN,Nova Scotia
CYZY,Mackenzie,Mackenzie,71290,1184791,55.29944,-123.13333,690.4,NAV CANADA,NC-AWOS,AUTO,British Columbia
CZBF,Bathurst,Bathurst,71574,8100506,47.62944,-65.74028,59.7,NAV CANADA,NC-AWOS,AUTO,New Brunswick
CZCP,CAPE PARRY,Cape Parry,71948,2200675,70.1719,-124.73423,87,DND,DND-AWOS,AUTO,Northwest Territories
CZCR,CHARLO AUTO,Charlo Auto,71315,8100885,47.99,-66.3342,41.2,MSC,CA,AUTO,New Brunswick
CZCY,CLYDE RIVER CLIMATE,Clyde River Climate,71358,2400802,70.48383,-68.514889,28,MSC,CA,AUTO,Nunavut
CZDB,DEBERT,Debert,71317,8201390,45.421494,-63.465897,37.5,MSC,CA,AUTO,Nova Scotia
CZEL,ELORA RCS,Elora Rcs,71352,6142286,43.641937,-80.411747,373.827,MSC,CA,AUTO,Ontario
CZEM,Eastmain River,Eastmain River,,7092310,52.22639,-78.5225,7.3,NAV CANADA,NC-AWOS,AUTO,Quebec
CZEV,INUVIK CLIMATE,Inuvik Climate,71364,2202578,68.317527,-133.532794,104.8,MSC,CA,AUTO,Northwest Territories
CZFA,Faro,Faro,,2100527,62.20695,-133.37341,716.3,NAV CANADA,NC-AWOS,AUTO,Yukon
CZFA,Faro,Faro,,2100519,62.20695,-133.37341,716.3,NAV CANADA,NC-HWOS,MAN,Yukon
CZFM,Fort McPherson,Fort Mcpherson,,2201606,67.40736,-134.86066,35.1,NAV CANADA,NC-AWOS,AUTO,Northwest Territories
CZFM,Fort McPherson,Fort Mcpherson,,2201599,67.40736,-134.86066,35.1,NAV CANADA,NC-HWOS,MAN,Northwest Territories
CZFN,Tulita,Tulita,,2201705,64.90971,-125.56938,100.3,NAV CANADA,NC-AWOS,AUTO,Northwest Territories
CZFN,Tulita,Tulita,,2201701,64.90971,-125.56938,100.3,NAV CANADA,NC-HWOS,MAN,Northwest Territories
CZFS,FORT SIMPSON CLIMATE,Fort Simpson Climate,71365,2202102,61.758016,-121.232441,168.8,MSC,CA,AUTO,Northwest Territories
CZGH,FORT GOOD HOPE CS,Fort Good Hope Cs,71491,2201450,66.242392,-128.643969,83.4,MSC,CA,AUTO,Northwest Territories
CZHB,HUDSON BAY (AUT),Hudson Bay (Aut),71868,4083324,52.8167,-102.3167,352.5,MSC,CA,AUTO,Saskatchewan
CZHK,GJOA HAVEN CLIMATE,Gjoa Haven Climate,71363,2302340,68.6356,-95.8503,44.1,MSC,CA,AUTO,Nunavut
CZHY,HAY RIVER CLIMATE,Hay River Climate,71361,2202402,60.8389,-115.7767,165.8,MSC,CA,AUTO,Northwest Territories
CZKA,KAMLOOPS AUT,Kamloops Aut,71741,1163842,50.699202,-120.440704,347,MSC,CA,AUTO,British Columbia
CZKD,KELSEY DAM CS,Kelsey Dam Cs,71572,5061422,56.0375,-96.5097,184.4,MSC,CA,AUTO,Manitoba
CZLT,ALERT CLIMATE,Alert Climate,71355,2400305,82.493841,-62.352153,66.9,MSC,CA,AUTO,Nunavut
CZMD,Muskrat Dam,Muskrat Dam,71678,6015026,53.44139,-91.76278,277.7,NAV CANADA,NC-AWOS,AUTO,Ontario
CZMJ,MOOSE JAW CS,Moose Jaw Cs,71539,4015322,50.331956,-105.53774,578.5,MSC,CA,AUTO,Saskatchewan
CZMT,Masset,Masset,,1054929,54.02711,-132.12508,5.8,NAV CANADA,NC-AWOS,AUTO,British Columbia
CZMT,Masset,Masset,,1054921,54.02711,-132.12508,5.8,NAV CANADA,NC-HWOS,MAN,British Columbia
CZMU,MUNDARE AGDM,Mundare Agdm,71354,3014665,53.566667,-112.3,683,GovAB,CA,AUTO,Alberta
CZOC,OLD CROW RCS,Old Crow Rcs,71044,2100805,67.567923,-139.844928,250.662,MSC,CA,AUTO,Yukon
CZOL,OLIVER AGDM,Oliver Agdm,71351,3014921,53.65,-113.35,665,GovAB,CA,AUTO,Alberta
CZPC,Pincher Creek,Pincher Creek,71085,3035198,49.52043,-113.9971,1189.6,NAV CANADA,NC-AWOS,AUTO,Alberta
CZPK,PAULATUK,Paulatuk,71984,2203058,69.354688,-124.076594,7.4,MSC,CA,AUTO,Northwest Territories
CZPS,PRENTISS,Prentiss,71353,3025297,52.433333,-113.6,965,GovAB,CA,AUTO,Alberta
CZRP,REA POINT,Rea Point,71983,2403450,75.359453,-105.711865,7.592,MSC,CA,AUTO,Nunavut
CZSJ,Sandy Lake,Sandy Lake,71587,6017401,53.06418,-93.34438,289.9,NAV CANADA,NC-AWOS,AUTO,Ontario
CZSM,FORT SMITH CLIMATE,Fort Smith Climate,71362,2202202,60.026169,-111.928908,204,MSC,CA,AUTO,Northwest Territories
CZSP,ST PETERS,St Peters,71310,8300562,46.45037,-62.57586,32.2,MSC,CA,AUTO,Prince Edward Island
CZST,Stewart,Stewart,71955,1067748,55.93339,-129.9852,7.3,NAV CANADA,NC-AWOS,AUTO,British Columbia
CZST,Stewart,Stewart,71955,1067741,55.93339,-129.9852,7.3,NAV CANADA,NC-HWOS,MAN,British Columbia
CZTB,THUNDER BAY CS,Thunder Bay Cs,71667,6048268,48.3694,-89.3272,198.8,MSC,CA,AUTO,Ontario
CZUB,TUKTOYAKTUK,Tuktoyaktuk,71985,2203914,69.435905,-133.022647,3,MSC,CA,AUTO,Northwest Territories
CZUM,Churchill Falls,Churchill Falls,71002,8501131,53.56194,-64.10639,439.5,NAV CANADA,NC-AWOS,AUTO,Newfoundland and Labrador
CZVL,Edmonton/Villeneuve,Edmonton/Villeneuve,71664,3012229,53.66833,-113.85555,687.6,NAV CANADA,NC-AWOS,AUTO,Alberta
CZVM,QIKIQTARJUAQ CLIMATE,Qikiqtarjuaq Climate,71357,2400573,67.547377,-64.033079,5.386,MSC,CA,AUTO,Nunavut
CZWN,WAINWRIGHT CFB AIRFIELD 21,Wainwright Cfb Airfield 21,71118,301S001,52.8294,-111.0956,687.2,MSC,CA,AUTO,Alberta
CZZJ,EDSON CLIMATE,Edson Climate,71156,3062246,53.577502,-116.456625,924.386,MSC,CA,AUTO,Alberta
