IATA_ID,Name,Updated Name,WMO_ID,MSC_ID,Latitude,Longitude,Elevation(m),Data_Provider,Dataset/Network,AUTO/MAN,Province/Territory
CWIG,ILE AUX GRUES,Ile Aux Grues,,701LBPH,47.0736,-70.5331,18.3,MSC,CA,AUTO,Quebec
CWII,VICTORIA BEACH (AUT),Victoria Beach (Aut),71552,5032951,50.7,-96.5667,221.6,MSC,CA,AUTO,Manitoba
CWIJ,LUPIN CS,Lupin Cs,71470,230N002,65.755618,-111.245862,489.7,MSC,CA,AUTO,Nunavut
CWIK,BROADVIEW,Broadview,71861,4010879,50.3681,-102.5708,601.3,MSC,CA,AUTO,Saskatchewan
CWIL,HAT ISLAND,Hat Island,71084,2302370,68.31806,-100.0869,36,DND,DND-AWOS,AUTO,Nunavut
CWIP,POINTE NOIRE CS,Pointe Noire Cs,71390,704Q003,50.162399,-66.433959,29.097,MSC,CA,AUTO,Quebec
CWIS,CHARLEVOIX (MRC),Charlevoix (Mrc),71319,7041312,47.284039,-70.637251,722.453,MSC,CA,AUTO,Quebec
CWIT,STE-CLOTILDE,Ste-Clotilde,71614,7027039,45.166722,-73.6782,53.291,MSC,CA,AUTO,Quebec
CWIW,WATROUS EAST,Watrous East,71511,4018642,51.667115,-105.398394,525.114,MSC,CA,AUTO,Saskatchewan
CWIX,MISTOOK,Mistook,71381,7065012,48.598333,-71.715944,112.5,MSC,CA,AUTO,Quebec
CWIZ,L 'ACADIE,L 'Acadie,71372,702LED4,45.293967,-73.349847,43.8,MSC,CA,AUTO,Quebec
CWJB,STE-FOY (U. LAVAL),Ste-Foy (U. Laval),71392,701Q004,46.780269,-71.287447,91.4,MSC,CA,AUTO,Quebec
CWJC,ENNADAI LAKE (AUT),Ennadai Lake (Aut),71923,2301102,61.131511,-100.883392,351.244,MSC,CA,AUTO,Nunavut
CWJD,GRAND RAPIDS (AUT),Grand Rapids (Aut),71858,5031A10,53.1864,-99.2678,224,MSC,CA,AUTO,Manitoba
CWJH,SOUTHEND,Southend,71451,4067655,56.337567,-103.286918,344.103,MSC,CA,AUTO,Saskatchewan
CWJI,ASSINIBOIA AIRPORT,Assiniboia Airport,71487,4020286,49.729471,-105.946243,723.862,MSC,CA,AUTO,Saskatchewan
CWJL,FORT LIARD,Fort Liard,71497,2201579,60.235775,-123.472672,214.4,MSC,CA,AUTO,Northwest Territories
CWJN,HERSCHEL ISLAND,Herschel Island,71501,2100636,69.567788,-138.911241,2.4,MSC,CA,AUTO,Yukon
CWJO,JONQUIERE,Jonquiere,71617,7063370,48.425026,-71.142508,128.257,MSC,CA,AUTO,Quebec
CWJR,CRESTON CAMPBELL SCIENTIFIC,Creston Campbell Scientific,71770,114B1F0,49.081663,-116.500765,642.168,MSC,CA,AUTO,British Columbia
CWJT,ST-JOVITE,St-Jovite,71376,703GDKB,46.080518,-74.555757,235.406,MSC,CA,AUTO,Quebec
CWJU,LANGARA ISLAND RCS,Langara Island Rcs,71903,1054503,54.2553,-133.0583,50.5,MSC,CA,AUTO,British Columbia
CWJV,VERNON AUTO,Vernon Auto,71115,1128582,50.2233,-119.1936,484,MSC,CA,AUTO,British Columbia
CWJW,JASPER WARDEN,Jasper Warden,71486,3053536,52.92655,-118.029733,1021.5,MSC,CA,AUTO,Alberta
CWJX,LEADER AIRPORT,Leader Airport,71459,402DAF0,50.9095,-109.5014,677,MSC,CA,AUTO,Saskatchewan
CWKA,GRIEF POINT,Grief Point,,1043304,49.8046,-124.5252,10,MSC,CA,AUTO,British Columbia
CWKB,CORNER BROOK,Corner Brook,71973,8401298,48.93519,-57.909741,151.8,MSC,CA,AUTO,Newfoundland and Labrador
CWKD,BONNARD 1,Bonnard 1,71383,7060826,50.7289,-71.0131,498,MSC,CA,AUTO,Quebec
CWKF,LILLOOET,Lillooet,71999,1114619,50.6837,-121.9341,240.3,MSC,CA,AUTO,British Columbia
CWKG,KEJIMKUJIK 1,Kejimkujik 1,71599,8202592,44.4322,-65.2031,127.6,MSC,CA,AUTO,Nova Scotia
CWKH,MALAHAT,Malahat,71774,1014820,48.5749,-123.5299,366.8,MSC,CA,AUTO,British Columbia
CWKM,KOMAKUK BEACH,Komakuk Beach,71046,2100682,69.61194,-140.1969,13,DND,DND-AWOS,AUTO,Yukon
CWKO,ROCKGLEN (AUT),Rockglen (Aut),71135,4036844,49.1678,-105.9792,918.5,MSC,CA,AUTO,Saskatchewan
CWKP,KEATS POINT,Keats Point,71058,2202663,69.66667,-121.6667,330,DND,DND-AWOS,AUTO,Northwest Territories
CWKV,Hope Slide,Hope Slide,,1113582,49.2833,-121.233,687.8,NAV CANADA,NC-HWOS,MAN,British Columbia
CWKX,DEASE LAKE (AUT),Dease Lake (Aut),71222,119BLM0,58.425953,-130.024949,802.847,MSC,CA,AUTO,British Columbia
CWLB,LAC LA BICHE CLIMATE,Lac La Biche Climate,71316,3063686,54.7689,-112.0236,568.6,MSC,CA,AUTO,Alberta
CWLC,LUCY ISLAND LIGHTSTATION,Lucy Island Lightstation,71220,1064728,54.2959,-130.609,45.6,MSC,CA,AUTO,British Columbia
CWLE,LUCKY LAKE,Lucky Lake,71455,4024714,50.95,-107.15,666.2,MSC,CA,AUTO,Saskatchewan
CWLF,LANSDOWNE HOUSE (AUT),Lansdowne House (Aut),71846,6014353,52.196148,-87.93609,252.772,MSC,CA,AUTO,Ontario
CWLG,LITTLE CHICAGO,Little Chicago,71164,220B6Q3,67.1792,-130.2281,63.7,MSC,CA,AUTO,Northwest Territories
CWLI,LIVERPOOL BAY,Liverpool Bay,71960,220B68C,69.60417,-130.9106,102,DND,DND-AWOS,AUTO,Northwest Territories
CWLJ,MEADOW LAKE,Meadow Lake,71970,406N0NM,54.128616,-108.510957,480.885,MSC,CA,AUTO,Saskatchewan
CWLM,VICTORIA GONZALES CS,Victoria Gonzales Cs,71200,1018611,48.413302,-123.324775,69,MSC,CA,AUTO,British Columbia
CWLP,HERBERT ISLAND (AUT),Herbert Island (Aut),71485,1063461,50.9399,-127.6322,14.9,MSC,CA,AUTO,British Columbia
CWLS,MOUNT FOREST,Mount Forest,71631,6145504,43.989419,-80.744694,414.639,MSC,CA,AUTO,Ontario
CWLV,WASKESIU LAKE,Waskesiu Lake,71454,4068559,53.914831,-106.069792,568.943,MSC,CA,AUTO,Saskatchewan
CWLX,LONGSTAFF BLUFF,Longstaff Bluff,71091,2402684,68.89861,-75.14083,161,DND,DND-AWOS,AUTO,Nunavut
CWLY,Lytton,Lytton,71812,1114738,50.23333,-121.56667,225,NAV CANADA,NC-AWOS,AUTO,British Columbia
CWME,CATHEDRAL POINT (AUT),Cathedral Point (Aut),71482,1061458,52.187475,-127.471103,27,MSC,CA,AUTO,British Columbia
CWMI,MISCOU ISLAND (AUT),Miscou Island (Aut),71719,8103050,48.008918,-64.49447,5.2,MSC,CA,AUTO,New Brunswick
CWMJ,MANIWAKI AIRPORT,Maniwaki Airport,71721,7034482,46.273555,-75.98775,200.73,MSC,CA,AUTO,Quebec
CWMM,PITT MEADOWS CS,Pitt Meadows Cs,71775,1106178,49.208307,-122.690076,6,MSC,CA,AUTO,British Columbia
CWMQ,MAPLE CREEK,Maple Creek,71453,4024919,49.9025,-109.4661,768.2,MSC,CA,AUTO,Saskatchewan
CWMT,WHATI,Whati,71163,2202678,63.1343,-117.244497,270.48,MSC,CA,AUTO,Northwest Territories
CWMX,MILDRED LAKE,Mildred Lake,71255,3064528,57.040366,-111.560452,311.1,MSC,CA,AUTO,Alberta
CWMZ,WESTERN ISLAND (AUT),Western Island (Aut),71438,6119M51,45.0333,-80.3667,191.1,MSC,CA,AUTO,Ontario
CWNC,COBOURG (AUT),Cobourg (Aut),71431,6151684,43.9561,-78.151,78,MSC,CA,AUTO,Ontario
CWND,PELLY ISLAND,Pelly Island,71502,2203095,69.622455,-135.435683,18.2,MSC,CA,AUTO,Northwest Territories
CWNE,NORTH CAPE,North Cape,71987,8300516,47.058163,-63.99707,4.2,MSC,CA,AUTO,Prince Edward Island
CWNH,RIVIERE-DU-LOUP,Riviere-Du-Loup,71715,7056616,47.806084,-69.548447,147.039,MSC,CA,AUTO,Quebec
CWNK,CARMAN U OF M CS,Carman U Of M Cs,71147,502I001,49.498195,-98.029732,267.965,MSC,CA,AUTO,Manitoba
CWNM,NELSON CS,Nelson Cs,71776,1145M29,49.4914,-117.3053,535.9,MSC,CA,AUTO,British Columbia
CWNO,Pink Mountain,Pink Mountain,,1186173,56.5607,-122.7169,960.1,NAV CANADA,NC-HWOS,MAN,British Columbia
CWNP,NAKUSP AIRPORT,Nakusp Airport,71216,1145297,50.269444,-117.817222,513.1,MSC,CA,AUTO,British Columbia
CWNQ,NICOLET,Nicolet,71723,7025442,46.2258,-72.6572,8.3,MSC,CA,AUTO,Quebec
CWNS,NORTHEAST MARGAREE,Northeast Margaree,73027,8204154,46.368502,-60.976133,46.121,MSC,CA,AUTO,Nova Scotia
CWNV,MACMILLAN PASS,Macmillan Pass,71990,2100693,63.24366,-130.037282,1378.927,MSC,CA,AUTO,Yukon
CWNZ,NAGAGAMI (AUT),Nagagami (Aut),71832,6075543,49.7468,-84.1637,265.5,MSC,CA,AUTO,Ontario
CWOB,BREVOORT ISLAND,Brevoort Island,71097,2400565,63.33972,-64.14583,376,DND,DND-AWOS,AUTO,Nunavut
CWOC,NEW CARLISLE 1,New Carlisle 1,71619,7055422,48.011975,-65.331674,46.94,MSC,CA,AUTO,Quebec
CWOD,NORMANDIN,Normandin,71379,7065639,48.841979,-72.54643,152.397,MSC,CA,AUTO,Quebec
CWOE,ONEFOUR CDA,Onefour Cda,71116,3044923,49.122958,-110.469033,935.754,MSC,CA,AUTO,Alberta
CWOI,IVVAVIK NAT. PARK,Ivvavik Nat. Park,71978,2100660,69.1644,-140.15,244.8,MSC,CA,AUTO,Yukon
CWOJ,OAKPOINT MARINE,Oakpoint Marine,71144,504K0NM,50.499494,-98.036614,251.907,MSC,CA,AUTO,Manitoba
CWOK,ELBOW CS,Elbow Cs,71450,4022359,51.125731,-106.582299,593.904,MSC,CA,AUTO,Saskatchewan
CWON,DAWSON,Dawson,71966,2100LRP,64.05,-139.1333,375.8,MSC,CA,AUTO,Yukon
CWOO,MCCREARY,Mccreary,71149,5043158,50.711861,-99.530045,351.076,MSC,CA,AUTO,Manitoba
CWOV,BRETON PLOTS,Breton Plots,71233,3010816,53.089444,-114.440833,851.5,GovAB,CA,AUTO,Alberta
CWOY,WYNYARD (AUT),Wynyard (Aut),71865,40190LN,51.765816,-104.19242,560.803,MSC,CA,AUTO,Saskatchewan
CWPA,HENDRICKSON CREEK,Hendrickson Creek,71979,3063135,53.79428,-118.445061,1449.3,MSC,CA,AUTO,Alberta
CWPC,PORT COLBORNE (AUT),Port Colborne (Aut),71463,613F606,42.8667,-79.25,185,MSC,CA,AUTO,Ontario
CWPD,L'ETAPE,L'Etape,71382,7015791,47.562227,-71.22901,790.618,MSC,CA,AUTO,Quebec
CWPE,POINT LEPREAU CS,Point Lepreau Cs,71699,8104201,45.073152,-66.449394,7.5,MSC,CA,AUTO,New Brunswick
CWPF,ESQUIMALT HARBOUR,Esquimalt Harbour,71798,1012710,48.431972,-123.439333,4.7,MSC,CA,AUTO,British Columbia
CWPG,PORTAGE SOUTHPORT,Portage Southport,71851,5012324,49.903044,-98.283776,271.945,MSC,CA,AUTO,Manitoba
CWPK,PARENT,Parent,71726,7075800,47.922492,-74.624283,445.194,MSC,CA,AUTO,Quebec
CWPL,PICKLE LAKE (AUT),Pickle Lake (Aut),71835,6016525,51.4492,-90.2181,391.5,MSC,CA,AUTO,Ontario
CWPN,PEMBERTON AIRPORT (WINDS),Pemberton Airport (Winds),,1086081,50.3022,-122.7381,205,MSC,CA,AUTO,British Columbia
CWPO,PILOT MOUND (AUT),Pilot Mound (Aut),71148,5022125,49.187933,-98.9064,472.5,MSC,CA,AUTO,Manitoba
CWPR,PRINCETON CS,Princeton Cs,71032,112FN0M,49.465159,-120.514858,698.096,MSC,CA,AUTO,British Columbia
CWPS,LONG POINT (AUT),Long Point (Aut),71464,6134F10,42.5486,-80.0494,180,MSC,CA,AUTO,Ontario
CWPU,PUNTZI MOUNTAIN AIRPORT (AUT),Puntzi Mountain Airport (Aut),71050,1086558,52.1144,-124.1356,911.3,MSC,CA,AUTO,British Columbia
CWPX,CAPE PEEL WEST,Cape Peel West,71064,2400697,69.03648,-107.82165,165,DND,DND-AWOS,AUTO,Nunavut
CWPZ,BURNS LAKE DECKER LAKE,Burns Lake Decker Lake,71952,1091174,54.383092,-125.95879,714.2,MSC,CA,AUTO,British Columbia
CWQB,QUEBEC/JEAN LESAGE INTL,Quebec/Jean Lesage Intl,,701S001,46.803625,-71.381678,60.658,MSC,CA,AUTO,Quebec
CWQC,PORT ALBERNI AIRPORT (AUT),Port Alberni Airport (Aut),71475,1036B06,49.316583,-124.926833,78.4,MSC,CA,AUTO,British Columbia
CWQD,POINTE DE L'ISLET,Pointe De L'Islet,71190,7046059,48.135354,-69.716525,7,MSC,CA,AUTO,Quebec
CWQF,RABBIT KETTLE,Rabbit Kettle,71980,2203342,61.9631,-127.2092,619.4,MSC,CA,AUTO,Northwest Territories
CWQH,LENNOXVILLE,Lennoxville,71611,7024280,45.368586,-71.823501,181.825,MSC,CA,AUTO,Quebec
CWQK,RACE ROCKS,Race Rocks,71778,1016640,48.2985,-123.5314,31,MSC,CA,AUTO,British Columbia
CWQL,LETHBRIDGE CDA,Lethbridge Cda,71243,3033890,49.6846,-112.7676,911.1,MSC,CA,AUTO,Alberta
CWQM,CAP-ROUGE,Cap-Rouge,71186,7041166,48.374533,-70.535259,7.3,MSC,CA,AUTO,Quebec
CWQO,ILE BICQUETTE,Ile Bicquette,71385,705LKPQ,48.415205,-68.892876,7,MSC,CA,AUTO,Quebec
CWQP,POINT PETRE (AUT),Point Petre (Aut),71430,6156559,43.8395,-77.1515,80.1,MSC,CA,AUTO,Ontario
CWQQ,LACOMBE CDA 2,Lacombe Cda 2,71242,3023722,52.448986,-113.756766,858.05,MSC,CA,AUTO,Alberta
CWQR,ILE AUX PERROQUETS,Ile Aux Perroquets,71375,7043B79,50.220664,-64.207262,9,MSC,CA,AUTO,Quebec
CWQS,KINDAKUN ROCKS (AUT),Kindakun Rocks (Aut),71472,1054222,53.3156,-132.772,15.15,MSC,CA,AUTO,British Columbia
CWQV,POINTE CLAVEAU,Pointe Claveau,71189,704607C,48.2605,-70.1146,4,MSC,CA,AUTO,Quebec
CWQW,CAPE WHITTLE,Cape Whittle,71374,7041100,50.162833,-60.061603,7,MSC,CA,AUTO,Quebec
CWQY,HANBURY RIVER,Hanbury River,71963,2202351,63.590782,-105.154276,318.5,MSC,CA,AUTO,Northwest Territories
CWRA,CAPE RACE (AUT),Cape Race (Aut),71800,8401000,46.66,-53.0764,26.5,MSC,CA,AUTO,Newfoundland and Labrador
CWRD,RED EARTH,Red Earth,71246,3075488,56.552,-115.2778,547.3,MSC,CA,AUTO,Alberta
CWRH,RESOLUTION ISLAND,Resolution Island,71972,2403602,61.6,-64.63333,365,DND,DND-AWOS,AUTO,Nunavut
CWRJ,ROSETOWN EAST,Rosetown East,71510,4046884,51.565288,-107.923609,587.5,MSC,CA,AUTO,Saskatchewan
CWRK,BANCROFT AUTO,Bancroft Auto,71294,616I001,45.071498,-77.879936,330.73,MSC,CA,AUTO,Ontario
CWRM,ROCKY MTN HOUSE (AUT),Rocky Mtn House (Aut),71928,3015523,52.42131,-114.911984,971.614,MSC,CA,AUTO,Alberta
CWRN,HART ISLAND (AUT),Hart Island (Aut),71419,8202318,45.343127,-60.989336,9.5,MSC,CA,AUTO,Nova Scotia
CWRO,ROSE SPIT (AUT),Rose Spit (Aut),71477,1056869,54.1591,-131.6613,8.1,MSC,CA,AUTO,British Columbia
CWRR,ROCK RIVER,Rock River,71506,2100935,66.981266,-136.220922,734.501,MSC,CA,AUTO,Yukon
CWRT,CROWSNEST,Crowsnest,71236,3051R4R,49.6278,-114.482,1303,MSC,CA,AUTO,Alberta
CWRU,SOLANDER ISLAND (AUT),Solander Island (Aut),71479,1037553,50.111508,-127.940311,94.1,MSC,CA,AUTO,British Columbia
CWRV,CAMROSE,Camrose,71254,3011240,53.042863,-112.821616,740,MSC,CA,AUTO,Alberta
CWRX,ROWLEY ISLAND,Rowley Island,71088,2403625,69.0833,-79.0333,41,DND,DND-AWOS,AUTO,Nunavut
CWRY,MILK RIVER,Milk River,71244,3044533,49.133997,-112.051044,1051.6,MSC,CA,AUTO,Alberta
CWRZ,CAP-D'ESPOIR,Cap-D'Espoir,71429,7051050,48.419409,-64.316844,15.647,MSC,CA,AUTO,Quebec
CWSA,Sable Island,Sable Island,71595,8204703,43.92944,-59.95972,1.2,NAV CANADA,NC-AWOS,AUTO,Nova Scotia
CWSB,POINT ATKINSON,Point Atkinson,71037,1106200,49.330278,-123.264722,15,MSC,CA,AUTO,British Columbia
CWSD,SUMMERSIDE,Summerside,71702,8300596,46.4413,-63.837396,13,MSC,CA,AUTO,Prince Edward Island
CWSF,CAP-MADELEINE,Cap-Madeleine,71425,7051163,49.25072,-65.324634,27.324,MSC,CA,AUTO,Quebec
CWSG,CAP-CHAT,Cap-Chat,71428,705S002,49.109068,-66.654533,4.201,MSC,CA,AUTO,Quebec
CWSK,SQUAMISH AIRPORT,Squamish Airport,71207,10476F0,49.783208,-123.161194,55.5,MSC,CA,AUTO,British Columbia
CWSL,SALMON ARM CS,Salmon Arm Cs,71218,116FRMN,50.703,-119.290677,352,MSC,CA,AUTO,British Columbia
CWSN,LONDON CS,London Cs,71622,6144478,43.026833,-81.14875,279.5,MSC,CA,AUTO,Ontario
CWSP,SHERINGHAM POINT,Sheringham Point,71780,1017254,48.3768,-123.921,25,MSC,CA,AUTO,British Columbia
CWSR,SPIRITWOOD WEST,Spiritwood West,71133,4067723,53.366186,-107.556173,591.883,MSC,CA,AUTO,Saskatchewan
CWSS,ST STEPHEN,St Stephen,71607,8104935,45.2102,-67.2529,27.5,MSC,CA,AUTO,New Brunswick
CWST,LA POCATIERE,La Pocatiere,71713,7054096,47.353955,-70.029211,31.381,MSC,CA,AUTO,Quebec
CWSU,SPRAGUE,Sprague,71449,5022759,49.0236,-95.5983,330.3,MSC,CA,AUTO,Manitoba
CWSV,BLUE RIVER CS,Blue River Cs,71883,1160H99,52.128917,-119.289848,680.034,MSC,CA,AUTO,British Columbia
CWSW,Sparwood/Elk Valley,Sparwood/Elk Valley,,1157635,49.83336,-114.88435,1158.2,NAV CANADA,NC-AWOS,AUTO,British Columbia
CWSW,Sparwood/Elk Valley,Sparwood/Elk Valley,,1157632,49.83336,-114.88435,1158.2,NAV CANADA,NC-HWOS,MAN,British Columbia
CWSY,SACHS HARBOUR CLIMATE,Sachs Harbour Climate,71467,2503648,71.9925,-125.2542,88.5,MSC,CA,AUTO,Northwest Territories
CWSZ,FISHER BRANCH (AUT),Fisher Branch (Aut),71442,50309J6,51.083421,-97.554481,252.842,MSC,CA,AUTO,Manitoba
CWTA,MCTAVISH,Mctavish,71612,7024745,45.504926,-73.579185,72.583,MSC,CA,AUTO,Quebec
CWTD,ROBERTSON LAKE (AUT),Robertson Lake (Aut),71490,2303610,65.099298,-102.429464,244.7,MSC,CA,AUTO,Nunavut
CWTE,SAMBAA K'E,Sambaa K'E,71166,220CQHR,60.428916,-121.258611,503.1,MSC,CA,AUTO,Northwest Territories
CWTH,Tetsa River,Tetsa River,,1195800,58.65,-123.95,810,NAV CANADA,NC-HWOS,MAN,British Columbia
CWTM,MARTICOT ISLAND,Marticot Island,71692,840KN90,47.32821,-54.584116,29.2,MSC,CA,AUTO,Newfoundland and Labrador
CWTN,CAP-TOURMENTE,Cap-Tourmente,71384,7041JG6,47.0786,-70.7808,6.569,MSC,CA,AUTO,Quebec
CWTQ,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,Montreal/Pierre Elliott Trudeau Intl,71183,702S006,45.467803,-73.741886,32.063,MSC,CA,AUTO,Quebec
CWTS,SCOTT CDA,Scott Cda,71489,4047240,52.359879,-108.834815,661.1,MSC,CA,AUTO,Saskatchewan
CWTT,LAC MEMPHREMAGOG,Lac Memphremagog,,702CFGG,45.267639,-72.161667,208.7,MSC,CA,AUTO,Quebec
CWTX,ROYAL ISLAND (AUT),Royal Island (Aut),71859,6037201,49.4681,-94.7633,330.3,MSC,CA,AUTO,Ontario
CWTY,TROIS-RIVIERES,Trois-Rivieres,71724,7018562,46.353632,-72.515573,7.261,MSC,CA,AUTO,Quebec
CWUK,CHAPAIS,Chapais,71824,7091299,49.822269,-74.975442,381.1,MSC,CA,AUTO,Quebec
CWUM,FARO (AUT),Faro (Aut),71949,2100518,62.2075,-133.3758,719,MSC,CA,AUTO,Yukon
CWUS,SUMMERLAND CS,Summerland Cs,71768,112G8L1,49.559178,-119.645871,445.933,MSC,CA,AUTO,British Columbia
CWUT,SHOAL LAKE CS,Shoal Lake Cs,71150,5012654,50.454384,-100.603479,560.417,MSC,CA,AUTO,Manitoba
CWUW,DEWAR LAKES,Dewar Lakes,71092,2401030,68.65,-71.16667,527,DND,DND-AWOS,AUTO,Nunavut
CWUX,LA BAIE,La Baie,71388,706Q001,48.2981,-70.9195,151.64,MSC,CA,AUTO,Quebec
CWUY,ROUYN,Rouyn,71734,7086716,48.245827,-79.0338,319.591,MSC,CA,AUTO,Quebec
CWVC,SWIFT CURRENT CDA,Swift Current Cda,71446,4028060,50.2667,-107.7333,826.5,MSC,CA,AUTO,Saskatchewan
CWVD,BROUGHTON ISLAND,Broughton Island,71096,2400570,67.53556,-63.78889,584,DND,DND-AWOS,AUTO,Nunavut
CWVF,SANDHEADS CS,Sandheads Cs,71209,1107010,49.1059,-123.3034,13,MSC,CA,AUTO,British Columbia
CWVH,STORM HILLS,Storm Hills,71052,220LQJJ,68.75,-133.9333,261,DND,DND-AWOS,AUTO,Northwest Territories
CWVI,VEGREVILLE,Vegreville,71458,3016GF0,53.5053,-112.0978,640.5,MSC,CA,AUTO,Alberta
CWVN,VAL MARIE SOUTHEAST,Val Marie Southeast,71137,4038412,49.0583,-107.5858,797.5,MSC,CA,AUTO,Saskatchewan
CWVO,VAUXHALL CDA CS,Vauxhall Cda Cs,71251,3036682,50.05,-112.1333,779,MSC,CA,AUTO,Alberta
CWVP,CYPRESS HILLS PARK,Cypress Hills Park,71139,4031999,49.6406,-109.5144,1272.1,MSC,CA,AUTO,Saskatchewan
CWVQ,STE-ANNE-DE-BELLEVUE 1,Ste-Anne-De-Bellevue 1,71377,702FHL8,45.427,-73.92892,38.871,MSC,CA,AUTO,Quebec
CWVT,BUFFALO NARROWS (AUT),Buffalo Narrows (Aut),71077,4060983,55.8406,-108.4206,441.6,MSC,CA,AUTO,Saskatchewan
CWVU,BRIER ISLAND,Brier Island,71988,8200604,44.285664,-66.342409,14.768,MSC,CA,AUTO,Nova Scotia
CWVW,GRATES COVE,Grates Cove,71336,840B053,48.169867,-52.938766,17.9,MSC,CA,AUTO,Newfoundland and Labrador
CWWA,WEST VANCOUVER AUT,West Vancouver Aut,71784,1108824,49.347059,-123.193392,171.51,MSC,CA,AUTO,British Columbia
CWWB,BURLINGTON PIER,Burlington Pier,71437,6151061,43.300458,-79.7916,78.5,MSC,CA,AUTO,Ontario
CWWC,COLLINS BAY,Collins Bay,71075,4061620,58.228968,-103.677934,414.1,MSC,CA,AUTO,Saskatchewan
CWWE,WESTERN HEAD,Western Head,71411,8206240,43.99,-64.664167,11.26,MSC,CA,AUTO,Nova Scotia
CWWF,WEYBURN,Weyburn,71452,401HP5R,49.694566,-103.800814,587.171,MSC,CA,AUTO,Saskatchewan
CWWK,WHITE ROCK,White Rock,71785,1108910,49.0181,-122.7839,13,MSC,CA,AUTO,British Columbia
CWWL,BONILLA ISLAND (AUT),Bonilla Island (Aut),71484,1060R0K,53.4929,-130.639,14.3,MSC,CA,AUTO,British Columbia
CWWN,PEAWANUCK (AUT),Peawanuck (Aut),71434,6016295,54.990319,-85.440717,53.94,MSC,CA,AUTO,Ontario
CWWO,WILLOW CREEK 1,Willow Creek 1,71252,306GE70,53.3856,-118.3475,1371.2,MSC,CA,AUTO,Alberta
CWWP,WASAGAMING,Wasagaming,71444,5013117,50.655,-99.9419,628.9,MSC,CA,AUTO,Manitoba
CWWQ,Muncho Lake,Muncho Lake,,1195251,59.0167,-125.767,836.5,NAV CANADA,NC-HWOS,MAN,British Columbia
CWWS,GEORGE ISLAND (AUT),George Island (Aut),71445,5030984,52.818739,-97.616445,223.722,MSC,CA,AUTO,Manitoba
CWWZ,PORT WELLER (AUT),Port Weller (Aut),71432,6136699,43.25,-79.2167,81,MSC,CA,AUTO,Ontario
CWXA,BOW VALLEY,Bow Valley,71232,3050778,51.0831,-115.066,1321.3,MSC,CA,AUTO,Alberta
CWXB,ROBLIN,Roblin,71553,5012469,51.1833,-101.3628,541,MSC,CA,AUTO,Manitoba
CWXC,ONATCHIWAY,Onatchiway,71387,7065738,48.894154,-71.03168,308.795,MSC,CA,AUTO,Quebec
CWXG,LAST MOUNTAIN CS,Last Mountain Cs,71556,4014156,51.41568,-105.242431,498.775,MSC,CA,AUTO,Saskatchewan
CWXI,FEROLLE POINT (AUT),Ferolle Point (Aut),71406,8401565,51.0167,-57.1,7.8,MSC,CA,AUTO,Newfoundland and Labrador
CWXL,BOW ISLAND,Bow Island,71231,3030768,49.7344,-111.4503,817,MSC,CA,AUTO,Alberta
CWXN,STAVELY AAFC,Stavely Aafc,71555,3036099,50.1833,-113.8833,1363.64,MSC,CA,AUTO,Alberta
CWXP,PANGNIRTUNG,Pangnirtung,71826,2403049,66.143403,-65.711348,34.129,MSC,CA,AUTO,Nunavut
CWXR,CROKER RIVER,Croker River,71059,230J01Q,69.27556,-119.2189,69,DND,DND-AWOS,AUTO,Nunavut
CWXS,BAS CARAQUET,Bas Caraquet,71598,8100467,47.80244,-64.83349,6.4,MSC,CA,AUTO,New Brunswick
CWYE,OUTLOOK PFRA,Outlook Pfra,71551,4055736,51.476096,-107.05424,542.5,MSC,CA,AUTO,Saskatchewan
CWYF,THOMSEN RIVER,Thomsen River,71916,2503886,73.231011,-119.540672,42.7,MSC,CA,AUTO,Northwest Territories
CWYH,GAMETI,Gameti,71165,2203359,64.115005,-117.31299,218.894,MSC,CA,AUTO,Northwest Territories
CWYI,POOLS ISLAND,Pools Island,71931,840BR7C,49.1122,-53.5811,17,MSC,CA,AUTO,Newfoundland and Labrador
CWYJ,VICTORIA UNIVERSITY CS,Victoria University Cs,71783,1018598,48.457,-123.3046,61.1,MSC,CA,AUTO,British Columbia
CWYL,YOHO PARK,Yoho Park,71786,11790J1,51.4429,-116.3445,1603.3,MSC,CA,AUTO,British Columbia
CWYQ,POINTE-AU-PERE (INRS),Pointe-Au-Pere (Inrs),71554,7056068,48.51391,-68.468336,5.175,MSC,CA,AUTO,Quebec
CWYW,ARMSTRONG (AUT),Armstrong (Aut),71841,6040325,50.2936,-88.9053,324.2,MSC,CA,AUTO,Ontario
CWYY,OSOYOOS CS,Osoyoos Cs,71215,1125852,49.0283,-119.4411,283.9,MSC,CA,AUTO,British Columbia
CWZA,AGASSIZ RCS,Agassiz Rcs,71113,1100119,49.242793,-121.759712,18.525,MSC,CA,AUTO,British Columbia
CWZE,CARBERRY CS,Carberry Cs,71170,5010547,49.9058,-99.3574,384.8,MSC,CA,AUTO,Manitoba
CWZG,BANFF CS,Banff Cs,71122,3050519,51.1936,-115.5524,1398,MSC,CA,AUTO,Alberta
CWZL,CUMSHEWA ISLAND,Cumshewa Island,71771,1062251,53.0303,-131.6014,17.8,MSC,CA,AUTO,British Columbia
CWZN,SAGONA ISLAND,Sagona Island,71408,8403255,47.3678,-55.7947,68.5,MSC,CA,AUTO,Newfoundland and Labrador
